arxiv_id,titulo,primeiro_autor,n_autores,data,ano,fase,fase_nome,tipo,tipo_nome,agentico,foco,n_buscas_recuperado,citacoes_openalex,fwci_openalex,categoria_arxiv,url,doi_arxiv
2507.07682,Prompt Engineering for Requirements Engineering: A Literature Review and Roadmap,Kaicheng Huang,4,2025-07-10T12:02:56Z,2025,F1,Requisitos & especificação,T1,Revisão sistemática (SLR),medio,Prompt engineering para tarefas de engenharia de requisitos com LLMs,1,,,cs.SE,https://arxiv.org/abs/2507.07682,https://doi.org/10.48550/arXiv.2507.07682
2505.00144,When Deep Learning Meets Information Retrieval-based Bug Localization: A Survey,Feifei Niu,5,2025-04-30T19:30:28Z,2025,F5,Depuração & reparo,T3,Survey narrativo,baixo,Localização de bugs com deep learning e recuperação de informação,1,,,cs.SE,https://arxiv.org/abs/2505.00144,https://doi.org/10.48550/arXiv.2505.00144
2506.09601,How Far Have LLMs Come Toward Automated SATD Taxonomy Construction?,Sota Nakashima,5,2025-06-11T10:59:57Z,2025,F1,Requisitos & especificação,T3,Survey narrativo,medio,LLMs para construção automatizada de taxonomias de débito técnico,1,,,cs.SE,https://arxiv.org/abs/2506.09601,https://doi.org/10.48550/arXiv.2506.09601
2510.22409,A First Look at the Self-Admitted Technical Debt in Test Code: Taxonomy and Detection,Shahidul Islam,4,2025-10-25T19:09:18Z,2025,F4,Verificação & qualidade,T4,Taxonomia/framework,medio,Taxonomia de dívida técnica em código de teste e detecção automatizada,1,,,cs.SE,https://arxiv.org/abs/2510.22409,https://doi.org/10.48550/arXiv.2510.22409
2503.06195,Human-AI Experience in Integrated Development Environments: A Systematic Literature Review,Agnia Sergeyuk,4,2025-03-08T12:40:18Z,2025,F7,Processo transversal & ciclo completo,T1,Revisão sistemática (SLR),medio,"Experiência humano-IA em IDEs, interação desenvolvedor-assistente baseado em IA",1,,,cs.SE,https://arxiv.org/abs/2503.06195,https://doi.org/10.48550/arXiv.2503.06195
2512.05239,A Survey of Bugs in AI-Generated Code,Ruofan Gao,5,2025-12-04T20:35:59Z,2025,F4,Verificação & qualidade,T3,Survey narrativo,baixo,Classificação de bugs e defects em código gerado por modelos IA,1,,,cs.SE,https://arxiv.org/abs/2512.05239,https://doi.org/10.48550/arXiv.2512.05239
2508.02279,Dialogue Systems Engineering: A Survey and Future Directions,Mikio Nakano,5,2025-08-04T10:49:01Z,2025,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,Engenharia de software para sistemas de diálogo com LLMs,1,,,cs.SE,https://arxiv.org/abs/2508.02279,https://doi.org/10.48550/arXiv.2508.02279
2507.12483,A Survey of Reinforcement Learning for Software Engineering,Dong Wang,9,2025-07-14T14:28:37Z,2025,F7,Processo transversal & ciclo completo,T1,Revisão sistemática (SLR),medio,"Aprendizado por reforço aplicado a engenharia de software, revisão sistemática",1,,,cs.SE,https://arxiv.org/abs/2507.12483,https://doi.org/10.48550/arXiv.2507.12483
2512.21347,Understanding the Role of Large Language Models in Software Engineering: Evidence from an Industry Survey,Vítor Mateus de Brito,2,2025-12-19T20:57:19Z,2025,F3,Implementação & geração de código,T6,Survey com praticantes + revisão,baixo,Adoção de LLMs em desenvolvimento de software: percepções e riscos,2,,,cs.SE,https://arxiv.org/abs/2512.21347,https://doi.org/10.48550/arXiv.2512.21347
2505.03418,Knowledge Augmented Complex Problem Solving with Large Language Models: A Survey,Da Zheng,9,2025-05-06T10:53:58Z,2025,F1,Requisitos & especificação,T3,Survey narrativo,medio,LLMs em resolução de problemas complexos com raciocínio multi-passo e conhecimento externo,1,,,cs.LG,https://arxiv.org/abs/2505.03418,https://doi.org/10.48550/arXiv.2505.03418
2503.05992,Psycholinguistic Analyses in Software Engineering Text: A Systematic Literature Review,Amirali Sajadi,3,2025-03-08T00:23:13Z,2025,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),baixo,Ferramentas psicolinguísticas para análise de texto em engenharia software,1,,,cs.SE,https://arxiv.org/abs/2503.05992,https://doi.org/10.48550/arXiv.2503.05992
2512.23782,"A Systematic Mapping on Software Fairness: Focus, Trends and Industrial Context",Kessia Nepomuceno,2,2025-12-29T16:09:08Z,2025,F4,Verificação & qualidade,T2,Mapeamento sistemático,baixo,"Fairness em sistemas software: soluções, tendências e viabilidade industrial",1,,,cs.SE,https://arxiv.org/abs/2512.23782,https://doi.org/10.48550/arXiv.2512.23782
2512.11940,A Systematic Mapping Study on Risks and Vulnerabilities in Software Containers,Maha Sroor,4,2025-12-12T10:22:34Z,2025,F4,Verificação & qualidade,T2,Mapeamento sistemático,baixo,"Segurança de containers: riscos, vulnerabilidades e práticas de mitigação",1,,,cs.SE,https://arxiv.org/abs/2512.11940,https://doi.org/10.48550/arXiv.2512.11940
2502.07893,Sentiment Analysis Tools in Software Engineering: A Systematic Mapping Study,Martin Obaidi,4,2025-02-11T19:02:25Z,2025,F4,Verificação & qualidade,T2,Mapeamento sistemático,baixo,Ferramentas análise sentimento desenvolvimento software colaborativo,1,,,cs.SE,https://arxiv.org/abs/2502.07893,https://doi.org/10.48550/arXiv.2502.07893
2505.18906,Federated Retrieval-Augmented Generation: A Systematic Mapping Study,Abhijit Chakraborty,3,2025-05-24T23:45:12Z,2025,F7,Processo transversal & ciclo completo,T2,Mapeamento sistemático,medio,Arquitetura e padrões de RAG federado em sistemas distribuídos privados,1,,,cs.CL,https://arxiv.org/abs/2505.18906,https://doi.org/10.48550/arXiv.2505.18906
2506.01595,A Systematic Mapping Study on Software Architecture for AI-based Mobility Systems,Amra Ramic,2,2025-06-02T12:29:54Z,2025,F2,Projeto & arquitetura,T2,Mapeamento sistemático,medio,Arquitetura de software para sistemas críticos baseados em IA,1,,,cs.SE,https://arxiv.org/abs/2506.01595,https://doi.org/10.48550/arXiv.2506.01595
2504.12646,Research Artifacts in Secondary Studies: A Systematic Mapping in Software Engineering,Aleksi Huotala,3,2025-04-17T05:11:39Z,2025,F7,Processo transversal & ciclo completo,T2,Mapeamento sistemático,baixo,Disponibilidade e reportagem de artefatos em estudos secundários SE,1,,,cs.SE,https://arxiv.org/abs/2504.12646,https://doi.org/10.48550/arXiv.2504.12646
2505.01469,Automatic techniques for issue report classification: A systematic mapping study,Muhammad Laiq,2,2025-05-02T09:44:25Z,2025,F4,Verificação & qualidade,T2,Mapeamento sistemático,medio,Classificação automática de relatórios de issues com técnicas ML/LLM,1,,,cs.SE,https://arxiv.org/abs/2505.01469,https://doi.org/10.48550/arXiv.2505.01469
2505.21907,Modeling and Optimizing User Preferences in AI Copilots: A Comprehensive Survey and Taxonomy,Saleh Afzoon,5,2025-05-28T02:52:39Z,2025,F7,Processo transversal & ciclo completo,T3,Survey narrativo,medio,Personalização e otimização de preferências em copilots baseados em IA,1,,,cs.AI,https://arxiv.org/abs/2505.21907,https://doi.org/10.48550/arXiv.2505.21907
2511.18538,From Code Foundation Models to Agents and Applications: A Comprehensive Survey and Practical Guide to Code Intelligence,Jian Yang,71,2025-11-23T17:09:34Z,2025,F3,Implementação & geração de código,T3,Survey narrativo,alto,"Code LLMs, agentes autônomos de codificação, pré-treinamento e fine-tuning",1,,,cs.SE,https://arxiv.org/abs/2511.18538,https://doi.org/10.48550/arXiv.2511.18538
2504.04717,Beyond Single-Turn: A Survey on Multi-Turn Interactions with Large Language Models,Yubo Li,7,2025-04-07T04:00:08Z,2025,F7,Processo transversal & ciclo completo,T3,Survey narrativo,medio,"Interações multi-turno com LLMs: avaliação, aprimoramento e agentes colaborativos",1,,,cs.CL,https://arxiv.org/abs/2504.04717,https://doi.org/10.48550/arXiv.2504.04717
2504.17977,From Bugs to Benchmarks: A Comprehensive Survey of Software Defect Datasets,Hao-Nan Zhu,4,2025-04-24T23:07:04Z,2025,F4,Verificação & qualidade,T3,Survey narrativo,medio,Datasets de defeitos de software para benchmarking e pesquisa empírica,1,,,cs.SE,https://arxiv.org/abs/2504.17977,https://doi.org/10.48550/arXiv.2504.17977
2512.16301,"Adaptation of Agentic AI: A Survey of Post-Training, Memory, and Skills",Pengcheng Jiang,34,2025-12-18T08:38:51Z,2025,F3,Implementação & geração de código,T3,Survey narrativo,alto,"Adaptação pós-treinamento, memória e skills de agentes LLM",1,,,cs.AI,https://arxiv.org/abs/2512.16301,https://doi.org/10.48550/arXiv.2512.16301
2509.13144,A Grey Literature Review of AI-Native Applications,Lingli Cao,5,2025-09-16T15:01:23Z,2025,F2,Projeto & arquitetura,T3,Survey narrativo,alto,Arquitetura e características de aplicações nativas de IA com LLM,1,,,cs.SE,https://arxiv.org/abs/2509.13144,https://doi.org/10.48550/arXiv.2509.13144
2510.00328,"Vibe Coding in Practice: Motivations, Challenges, and a Future Outlook -- a Grey Literature Review",Ahmed Fawzy,3,2025-09-30T22:35:00Z,2025,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),medio,Qualidade e verificação de código gerado por IA em prática,1,,,cs.SE,https://arxiv.org/abs/2510.00328,https://doi.org/10.48550/arXiv.2510.00328
2508.07407,A Comprehensive Survey of Self-Evolving AI Agents: A New Paradigm Bridging Foundation Models and Lifelong Agentic Systems,Jinyuan Fang,15,2025-08-10T16:07:32Z,2025,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,Agentes autônomos auto-evoluíveis com feedback contínuo e otimização adaptativa,1,,,cs.AI,https://arxiv.org/abs/2508.07407,https://doi.org/10.48550/arXiv.2508.07407
2507.21046,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",Huan-ang Gao,27,2025-07-28T17:59:05Z,2025,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,Agentes autônomos com aprendizado contínuo e adaptação em tempo real,1,,,cs.AI,https://arxiv.org/abs/2507.21046,https://doi.org/10.48550/arXiv.2507.21046
2406.00515,A Survey on Large Language Models for Code Generation,Juyong Jiang,5,2024-06-01T17:48:15Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,baixo,"Geração de código com LLMs: dados, desempenho, aplicações",6,107.0,33.7035,cs.CL,https://arxiv.org/abs/2406.00515,https://doi.org/10.48550/arXiv.2406.00515
2401.10034,Evolutionary Computation in the Era of Large Language Model: Survey and Roadmap,Xingyu Wu,5,2024-01-18T14:58:17Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,medio,Sinergia entre algoritmos evolutivos e LLMs para geração de código,2,101.0,24.1333,cs.NE,https://arxiv.org/abs/2401.10034,https://doi.org/10.48550/arXiv.2401.10034
2410.03981,A Survey on LLM-based Code Generation for Low-Resource and Domain-Specific Programming Languages,Sathvik Joel,3,2024-10-04T23:45:17Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,baixo,Geração de código com LLMs para linguagens de baixo recurso e domínio-específicas,2,41.0,46.8619,cs.SE,https://arxiv.org/abs/2410.03981,https://doi.org/10.48550/arXiv.2410.03981
2409.09030,"Agents in Software Engineering: Survey, Landscape, and Vision",Yanlin Wang,10,2024-09-13T17:55:58Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,"Agentes LLM em engenharia de software: percepção, memória, ação",4,22.0,26.8407,cs.SE,https://arxiv.org/abs/2409.09030,https://doi.org/10.48550/arXiv.2409.09030
2408.02479,"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future",Haolin Jin,6,2024-08-05T14:01:15Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,LLMs e agentes LLM para engenharia software: prática atual e desafios,10,20.0,,cs.SE,https://arxiv.org/abs/2408.02479,https://doi.org/10.48550/arXiv.2408.02479
2405.01466,A Systematic Literature Review on Large Language Models for Automated Program Repair,Quanjun Zhang,7,2024-05-02T16:55:03Z,2024,F5,Depuração & reparo,T1,Revisão sistemática (SLR),medio,LLMs para reparo automatizado de programas e depuração,2,16.0,,cs.SE,https://arxiv.org/abs/2405.01466,https://doi.org/10.48550/arXiv.2405.01466
2409.02977,Large Language Model-Based Agents for Software Engineering: A Survey,Junwei Liu,7,2024-09-04T15:59:41Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,"Agentes baseados em LLM para engenharia de software: capacidades, aplicações e desafios",3,15.0,,cs.SE,https://arxiv.org/abs/2409.02977,https://doi.org/10.48550/arXiv.2409.02977
2401.00812,"If LLM Is the Wizard, Then Code Is the Wand: A Survey on How Code Empowers Large Language Models to Serve as Intelligent Agents",Ke Yang,12,2024-01-01T16:51:20Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,alto,"Integração de código em LLMs para reasoning, agência autônoma e execução estruturada",2,14.0,,cs.CL,https://arxiv.org/abs/2401.00812,https://doi.org/10.48550/arXiv.2401.00812
2408.16498,A Survey on Evaluating Large Language Models in Code Generation Tasks,Liguo Chen,12,2024-08-29T12:56:06Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,baixo,Avaliação de LLMs em geração de código: métricas e benchmarks,2,10.0,,cs.SE,https://arxiv.org/abs/2408.16498,https://doi.org/10.48550/arXiv.2408.16498
2405.12195,Developers' Perceptions on the Impact of ChatGPT in Software Development: A Survey,Thiago S. Vaillant,6,2024-05-20T17:31:16Z,2024,F3,Implementação & geração de código,T6,Survey com praticantes + revisão,medio,Percepções de desenvolvedores sobre impacto de LLM em desenvolvimento,2,10.0,,cs.SE,https://arxiv.org/abs/2405.12195,https://doi.org/10.48550/arXiv.2405.12195
2404.04834,"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision and the Road Ahead",Junda He,3,2024-04-07T07:05:40Z,2024,F7,Processo transversal & ciclo completo,T1,Revisão sistemática (SLR),alto,"Sistemas multi-agente LLM para engenharia de software, ciclo de vida completo",2,9.0,,cs.SE,https://arxiv.org/abs/2404.04834,https://doi.org/10.48550/arXiv.2404.04834
2411.07586,A Comprehensive Survey of AI-Driven Advancements and Techniques in Automated Program Repair and Code Generation,Avinash Anand,4,2024-11-12T06:47:54Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,baixo,Geração de código e reparo automático com LLMs,3,1.0,,cs.AI,https://arxiv.org/abs/2411.07586,https://doi.org/10.48550/arXiv.2411.07586
2410.16392,Scaffolded Language Models with Language Supervision for Mixed-Autonomy: A Survey,Matthieu Lin,10,2024-10-21T18:06:25Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,alto,Otimização de modelos de linguagem com supervisão em linguagem natural,2,1.0,,cs.CL,https://arxiv.org/abs/2410.16392,https://doi.org/10.48550/arXiv.2410.16392
2407.03790,Assessing Consensus of Developers' Views on Code Readability,Agnia Sergeyuk,6,2024-07-04T09:54:42Z,2024,F4,Verificação & qualidade,T6,Survey com praticantes + revisão,medio,Consenso desenvolvedores legibilidade código contexto LLM,2,0.0,,cs.SE,https://arxiv.org/abs/2407.03790,https://doi.org/10.48550/arXiv.2407.03790
2403.07506,"Robustness, Security, Privacy, Explainability, Efficiency, and Usability of Large Language Models for Code",Zhou Yang,5,2024-03-12T10:43:26Z,2024,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),medio,"Propriedades não-funcionais de LLMs para código: robustez, segurança, privacidade",1,,,cs.SE,https://arxiv.org/abs/2403.07506,https://doi.org/10.48550/arXiv.2403.07506
2407.07064,Prompting Techniques for Secure Code Generation: A Systematic Investigation,Catherine Tony,5,2024-07-09T17:38:03Z,2024,F3,Implementação & geração de código,T1,Revisão sistemática (SLR),medio,Prompting techniques para geração segura de código por LLMs,1,,,cs.SE,https://arxiv.org/abs/2407.07064,https://doi.org/10.48550/arXiv.2407.07064
2404.02525,Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead,Xin Zhou,4,2024-04-03T07:27:33Z,2024,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),medio,LLMs para detecção e reparo de vulnerabilidades em software,1,,,cs.SE,https://arxiv.org/abs/2404.02525,https://doi.org/10.48550/arXiv.2404.02525
2412.06564,Applications and Implications of Large Language Models in Qualitative Analysis: A New Frontier for Empirical Software Engineering,Matheus de Morais Leça,4,2024-12-09T15:17:36Z,2024,F4,Verificação & qualidade,T2,Mapeamento sistemático,medio,LLMs em análise qualitativa para pesquisa empírica em engenharia de software,1,,,cs.SE,https://arxiv.org/abs/2412.06564,https://doi.org/10.48550/arXiv.2412.06564
2412.20367,Enhancing Code LLMs with Reinforcement Learning in Code Generation: A Survey,Junqiao Wang,21,2024-12-29T06:15:41Z,2024,F3,Implementação & geração de código,T1,Revisão sistemática (SLR),medio,Otimização e geração de código via aprendizado por reforço em LLMs,1,,,cs.SE,https://arxiv.org/abs/2412.20367,https://doi.org/10.48550/arXiv.2412.20367
2410.01026,Understanding the Human-LLM Dynamic: A Literature Survey of LLM Use in Programming Tasks,Deborah Etsenake,2,2024-10-01T19:34:46Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,medio,Uso de LLMs em tarefas de programação e geração de código,1,,,cs.SE,https://arxiv.org/abs/2410.01026,https://doi.org/10.48550/arXiv.2410.01026
2404.11160,Low-Cost Language Models: Survey and Performance Evaluation on Python Code Generation,Jessica López Espejel,5,2024-04-17T08:16:48Z,2024,F3,Implementação & geração de código,T3,Survey narrativo,baixo,Geração de código Python com modelos de linguagem de baixo custo,1,,,cs.AI,https://arxiv.org/abs/2404.11160,https://doi.org/10.48550/arXiv.2404.11160
2409.11864,"Motivations, Challenges, Best Practices, and Benefits for Bots and Conversational Agents in Software Engineering: A Multivocal Literature Review",Stefano Lambiase,4,2024-09-18T10:37:06Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,Bots conversacionais e agentes IA na engenharia de software,1,,,cs.SE,https://arxiv.org/abs/2409.11864,https://doi.org/10.48550/arXiv.2409.11864
2405.02828,Trojans in Large Language Models of Code: A Critical Review through a Trigger-Based Taxonomy,Aftab Hussain,6,2024-05-05T06:43:52Z,2024,F4,Verificação & qualidade,T3,Survey narrativo,medio,Segurança de modelos de linguagem para código contra ataques trojans,1,,,cs.SE,https://arxiv.org/abs/2405.02828,https://doi.org/10.48550/arXiv.2405.02828
2411.05285,AgentOps: Enabling Observability of LLM Agents,Liming Dong,3,2024-11-08T02:31:03Z,2024,F6,"Manutenção, evolução & operação",T2,Mapeamento sistemático,alto,Observabilidade e monitoramento de agentes LLM em produção,1,,,cs.AI,https://arxiv.org/abs/2411.05285,https://doi.org/10.48550/arXiv.2411.05285
2411.07597,"A Survey on Adversarial Machine Learning for Code Data: Realistic Threats, Countermeasures, and Interpretations",Yulong Yang,7,2024-11-12T07:16:20Z,2024,F4,Verificação & qualidade,T3,Survey narrativo,baixo,Segurança de modelos de linguagem para código contra ataques adversariais,1,,,cs.CR,https://arxiv.org/abs/2411.07597,https://doi.org/10.48550/arXiv.2411.07597
2404.04566,"Efficient and Green Large Language Models for Software Engineering: Literature Review, Vision, and the Road Ahead",Jieke Shi,3,2024-04-06T09:27:04Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,medio,Eficiência e sustentabilidade de LLMs em engenharia de software,1,,,cs.SE,https://arxiv.org/abs/2404.04566,https://doi.org/10.48550/arXiv.2404.04566
2409.06741,Generative AI for Requirements Engineering: A Systematic Literature Review,Haowei Cheng,7,2024-09-10T02:44:39Z,2024,F1,Requisitos & especificação,T1,Revisão sistemática (SLR),medio,Generative AI aplicada a Engenharia de Requisitos,1,,,cs.SE,https://arxiv.org/abs/2409.06741,https://doi.org/10.48550/arXiv.2409.06741
2405.04760,Large Language Models for Cyber Security: A Systematic Literature Review,Hanxiang Xu,9,2024-05-08T02:09:17Z,2024,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),medio,"LLMs para detecção vulnerabilidades, análise malware, agentes autônomos segurança",1,,,cs.CR,https://arxiv.org/abs/2405.04760,https://doi.org/10.48550/arXiv.2405.04760
2412.15004,From Vulnerabilities to Remediation: A Systematic Literature Review of LLMs in Code Security,Enna Basic,2,2024-12-19T16:20:22Z,2024,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),medio,Vulnerabilidades em código gerado por LLMs e capacidades de detecção/reparo,1,,,cs.CR,https://arxiv.org/abs/2412.15004,https://doi.org/10.48550/arXiv.2412.15004
2410.16349,Large Language Models in Computer Science Education: A Systematic Literature Review,Nishat Raihan,4,2024-10-21T17:49:50Z,2024,F8,Formação e educação em engenharia de software,T1,Revisão sistemática (SLR),baixo,LLMs para geração e depuração de código em educação em computação,1,,,cs.LG,https://arxiv.org/abs/2410.16349,https://doi.org/10.48550/arXiv.2410.16349
2410.17372,A Systematic Mapping Study on Architectural Approaches to Software Performance Analysis,Yutong Zhao,5,2024-10-22T19:12:03Z,2024,F2,Projeto & arquitetura,T2,Mapeamento sistemático,baixo,Arquitetura de software e análise de desempenho integradas,1,,,cs.SE,https://arxiv.org/abs/2410.17372,https://doi.org/10.48550/arXiv.2410.17372
2408.07913,A Systematic Mapping Study of Crowd Knowledge Enhanced Software Engineering Research Using Stack Overflow,Minaoar Tanzil,5,2024-08-15T03:40:44Z,2024,F1,Requisitos & especificação,T2,Mapeamento sistemático,baixo,Mapeamento sistemático de pesquisa em engenharia de software usando dados do Stack Overflow,1,,,cs.SE,https://arxiv.org/abs/2408.07913,https://doi.org/10.48550/arXiv.2408.07913
2409.04099,What Guides Our Choices? Modeling Developers' Trust and Behavioral Intentions Towards GenAI,Rudrajit Choudhuri,8,2024-09-06T08:05:28Z,2024,F1,Requisitos & especificação,T6,Survey com praticantes + revisão,medio,Confiança e intenção de desenvolvedores na adoção de ferramentas GenAI,1,,,cs.HC,https://arxiv.org/abs/2409.04099,https://doi.org/10.48550/arXiv.2409.04099
2402.01680,Large Language Model based Multi-Agents: A Survey of Progress and Challenges,Taicheng Guo,8,2024-01-21T23:36:14Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,"Sistemas multi-agente baseados em LLM: arquitetura, comunicação e capacidades",1,,,cs.CL,https://arxiv.org/abs/2402.01680,https://doi.org/10.48550/arXiv.2402.01680
2404.13501,A Survey on the Memory Mechanism of Large Language Model based Agents,Zeyu Zhang,9,2024-04-21T01:49:46Z,2024,F7,Processo transversal & ciclo completo,T3,Survey narrativo,alto,Mecanismos de memória em agentes baseados em LLM,1,,,cs.AI,https://arxiv.org/abs/2404.13501,https://doi.org/10.48550/arXiv.2404.13501
2404.14387,A Survey on Self-Evolution of Large Language Models,Zhengwei Tao,10,2024-04-22T17:43:23Z,2024,F6,"Manutenção, evolução & operação",T3,Survey narrativo,alto,Evolução autônoma de LLMs através de aprendizado experiencial iterativo,1,,,cs.CL,https://arxiv.org/abs/2404.14387,https://doi.org/10.48550/arXiv.2404.14387
2308.10620,Large Language Models for Software Engineering: A Systematic Literature Review,Xinyi Hou,10,2023-08-21T10:37:49Z,2023,F7,Processo transversal & ciclo completo,T1,Revisão sistemática (SLR),baixo,"LLMs em tarefas de engenharia de software: aplicações, métodos, avaliação",3,795.0,115.8212,cs.SE,https://arxiv.org/abs/2308.10620,https://doi.org/10.48550/arXiv.2308.10620
2307.07221,"Software Testing with Large Language Models: Survey, Landscape, and Vision",Junjie Wang,6,2023-07-14T08:26:12Z,2023,F4,Verificação & qualidade,T3,Survey narrativo,baixo,"Uso de LLMs em testes de software, casos de teste e reparo de programas",3,430.0,196.7037,cs.SE,https://arxiv.org/abs/2307.07221,https://doi.org/10.48550/arXiv.2307.07221
2310.03533,Large Language Models for Software Engineering: Survey and Open Problems,Angela Fan,7,2023-10-05T13:33:26Z,2023,F7,Processo transversal & ciclo completo,T3,Survey narrativo,medio,LLMs em engenharia de software: aplicações transversais e desafios técnicos,2,386.0,206.4641,cs.SE,https://arxiv.org/abs/2310.03533,https://doi.org/10.48550/arXiv.2310.03533
2311.10372,"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends",Zibin Zheng,7,2023-11-17T07:55:16Z,2023,F3,Implementação & geração de código,T3,Survey narrativo,baixo,Modelos de linguagem especializados em código e geração de software,3,23.0,,cs.SE,https://arxiv.org/abs/2311.10372,https://doi.org/10.48550/arXiv.2311.10372
2312.15223,A Survey on Large Language Models for Software Engineering,Quanjun Zhang,8,2023-12-23T11:09:40Z,2023,F7,Processo transversal & ciclo completo,T3,Survey narrativo,baixo,Survey abrangente de LLMs para tarefas de engenharia de software,2,21.0,,cs.SE,https://arxiv.org/abs/2312.15223,https://doi.org/10.48550/arXiv.2312.15223
2303.18184,A Survey on Automated Program Repair Techniques,Kai Huang,7,2023-03-31T16:28:37Z,2023,F5,Depuração & reparo,T3,Survey narrativo,medio,Técnicas de reparo automático de programas com foco em aprendizado profundo,2,20.0,,cs.SE,https://arxiv.org/abs/2303.18184,https://doi.org/10.48550/arXiv.2303.18184
2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,Ziyin Zhang,8,2023-11-14T08:34:26Z,2023,F7,Processo transversal & ciclo completo,T3,Survey narrativo,baixo,"Modelos de linguagem para engenharia de software, perspectivas NLP-SE integradas",2,18.0,,cs.CL,https://arxiv.org/abs/2311.07989,https://doi.org/10.48550/arXiv.2311.07989
2308.01191,Towards Understanding the Capability of Large Language Models on Code Clone Detection: A Survey,Shihan Dou,10,2023-08-02T14:56:01Z,2023,F4,Verificação & qualidade,T3,Survey narrativo,medio,Avaliação de LLMs para detecção de clones de código,2,9.0,,cs.SE,https://arxiv.org/abs/2308.01191,https://doi.org/10.48550/arXiv.2308.01191
2310.17903,Pitfalls in Language Models for Code Intelligence: A Taxonomy and Survey,Xinyu She,8,2023-10-27T05:32:57Z,2023,F4,Verificação & qualidade,T1,Revisão sistemática (SLR),baixo,Pitfalls em modelos de linguagem para inteligência de código,1,,,cs.SE,https://arxiv.org/abs/2310.17903,https://doi.org/10.48550/arXiv.2310.17903
2307.02503,Natural Language Generation and Understanding of Big Code for AI-Assisted Programming: A Review,Man Fai Wong,5,2023-07-04T21:26:51Z,2023,F3,Implementação & geração de código,T3,Survey narrativo,medio,Geração e compleção de código com LLMs baseados em Big Code,1,,,cs.SE,https://arxiv.org/abs/2307.02503,https://doi.org/10.48550/arXiv.2307.02503
2305.05352,A Taxonomy of Foundation Model based Systems through the Lens of Software Architecture,Qinghua Lu,6,2023-05-09T11:37:16Z,2023,F2,Projeto & arquitetura,T4,Taxonomia/framework,medio,Taxonomia arquitetura sistemas baseados em foundation models LLM,1,,,cs.SE,https://arxiv.org/abs/2305.05352,https://doi.org/10.48550/arXiv.2305.05352
2310.08879,A Critical Review of Large Language Model on Software Engineering: An Example from ChatGPT and Automated Program Repair,Quanjun Zhang,7,2023-10-13T06:11:47Z,2023,F5,Depuração & reparo,T3,Survey narrativo,medio,Capacidades de ChatGPT em reparo automático de programas,1,,,cs.SE,https://arxiv.org/abs/2310.08879,https://doi.org/10.48550/arXiv.2310.08879
2306.04605,Empowering Business Transformation: The Positive Impact and Ethical Considerations of Generative AI in Software Product Management -- A Systematic Literature Review,Nishant A. Parikh,1,2023-06-05T19:49:50Z,2023,F1,Requisitos & especificação,T1,Revisão sistemática (SLR),baixo,Generative AI em engenharia de requisitos e desenvolvimento de software,1,,,cs.SE,https://arxiv.org/abs/2306.04605,https://doi.org/10.48550/arXiv.2306.04605
2305.05567,Behaviour Driven Development: A Systematic Mapping Study,Leonard Peter Binamungu,2,2023-05-09T15:56:02Z,2023,F1,Requisitos & especificação,T2,Mapeamento sistemático,baixo,Mapeamento sistemático de pesquisas em Behaviour Driven Development,1,,,cs.SE,https://arxiv.org/abs/2305.05567,https://doi.org/10.48550/arXiv.2305.05567
2309.03796,Systematic Mapping of Monolithic Applications to Microservices Architecture,Momil Seedat,3,2023-09-07T15:47:11Z,2023,F6,"Manutenção, evolução & operação",T2,Mapeamento sistemático,baixo,Migração de arquitetura monolítica para microserviços com DDD,1,,,cs.SE,https://arxiv.org/abs/2309.03796,https://doi.org/10.48550/arXiv.2309.03796
