sede,tipo_trilha,arxiv_id,titulo,primeiro_autor,ano,fase,fase_nome,seguranca,confianca_fase,justificativa_fase,contrib,contrib_nome,agentico,foco,citacoes,fwci,cit_2024,cit_2025,cit_2026,ritmo_anual_2026,aceleracao,crescimento,pct_cit_2026,momentum,oa_match,nota_arxiv,url,doi_arxiv,topico_seguranca,topico_seguranca_nome
FSE,aceito,2601.19072,HalluJudge: A Reference-Free Hallucination Detection for Context Misalignment in Code Review Automation,Kla Tantithamthavorn,2026,F4,Verificação & qualidade,ausente,alta,"Detectar alucinações em comentários de revisão gerados por LLMs é verificação de qualidade do código revisto, avaliando se o feedback está fundamentado no contexto real.",C2,Ferramenta/sistema,medio,Detecção de alucinações em comentários de revisão gerados por LLMs,0.0,,,,,,,,,sem dado,sim,"Accepted at FSE'26: Industry Track, Full-Length, Peer-Reviewed",https://arxiv.org/abs/2601.19072,https://doi.org/10.48550/arXiv.2601.19072,,
FSE,workshop/track,2604.13103,Fairness in Multi-Agent Systems for Software Engineering: An SDLC-Oriented Rapid Review,Corey Yang-Smith,2026,F7,Processo transversal & ciclo completo,secundaria,alta,"Framework transversal que avalia fairness de sistemas multi-agente em múltiplas fases do SDLC (requisitos, implementação, verificação, manutenção), não concentrado em uma fase específica.",C6,Estudo secundário,medio,Fairness em sistemas multi-agente LLM para desenvolvimento software,0.0,,,,,,,,,sem dado,sim,"8 pages, 4 figures. Accepted to the LLMTrust workshop at FSE Companion 2026",https://arxiv.org/abs/2604.13103,https://doi.org/10.48550/arXiv.2604.13103,S6,Segurança do agente e do modelo
FSE,aceito,2603.19399,DePro: Understanding the Role of LLMs in Debugging Competitive Programming Code,Nabiha Parvez,2026,F5,Depuração & reparo,ausente,alta,"DePro foca em localização de falhas, reprodução via teste e reparo automatizado de código defeituoso, que são atividades centrais de F5 depuração e reparo.",C2,Ferramenta/sistema,medio,Depuração automática de código com LLM e teste iterativo,0.0,0.0,,,,,,,,sem dado,sim,This paper is accepted in FSE 2026 IVR track!,https://arxiv.org/abs/2603.19399,https://doi.org/10.48550/arXiv.2603.19399,,
FSE,aceito,2506.10954,SWE-Factory: Your Automated Factory for Issue Resolution Training Data and Evaluation Benchmarks,Lianghong Guo,2025,F4,Verificação & qualidade,ausente,alta,"O trabalho é fundamentalmente sobre construção automatizada de dados de treinamento e benchmarks para avaliar capacidades de resolução de issues em LLMs — envolve coleta de patches de teste, validação fail2pass e extração de status de teste, que são atividades centrais de verificação, qualidade e avaliação (F4), não planejamento ou gestão de projeto (F10).",C2,Ferramenta/sistema,medio,Pipeline automatizado para construção de dados e benchmarks de resolução de issues,0.0,,,,,,,,,sem dado,sim,To appear at FSE'2026,https://arxiv.org/abs/2506.10954,https://doi.org/10.48550/arXiv.2506.10954,,
FSE,aceito,2505.17977,"SmartNote: An LLM-Powered, Personalised Release Note Generator That Just Works",Farbod Daneshyan,2025,F10,"Planejamento, gestão de projeto e releases",ausente,revisado,"Ferramenta focada em orquestrar e gerar notas de release personalizadas usando LLM, conforme regra de desempate.",C2,Ferramenta/sistema,medio,Geração automática e personalizada de notas de release com LLM,0.0,0.0,,,,,,,,sem dado,sim,In Proceedings of the ACM International Conference on the Foundations of Software Engineering (FSE) (FSE 2025),https://arxiv.org/abs/2505.17977,https://doi.org/10.48550/arXiv.2505.17977,,
FSE,aceito,2601.22264,Predicting Intermittent Job Failure Categories for Diagnosis Using Few-Shot Fine-Tuned Language Models,Henri Aïdasso,2026,F5,Depuração & reparo,ausente,automatica,,C1,Técnica/abordagem,baixo,classificar categorias de falhas intermitentes em CI via logs,0.0,,,,,,,,,sem dado,sim,"Accepted at the ACM International Conference on the Foundations of Software Engineering (FSE 2026), Industry Track",https://arxiv.org/abs/2601.22264,https://doi.org/10.48550/arXiv.2601.22264,,
FSE,aceito,2509.12087,TransLibEval: Demystify Large Language Models' Capability in Third-party Library-targeted Code Translation,Pengyu Xue,2025,F4,Verificação & qualidade,ausente,automatica,,C4,Benchmark/avaliação,baixo,benchmark de tradução de código com bibliotecas de terceiros,0.0,0.0,,,,,,,,sem dado,sim,"24 pages, 5 figures, accepted by FSE 2026 (The ACM International Conference on the Foundations of Software Engineering)",https://arxiv.org/abs/2509.12087,https://doi.org/10.48550/arXiv.2509.12087,,
FSE,aceito,2509.12159,EfficientUICoder: A Bidirectional Token Compression Framework for Efficient MLLM-Based UI Code Generation,Jingyu Xiao,2025,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,baixo,compressão de tokens para geração eficiente de código UI,0.0,0.0,,,,,,,,sem dado,sim,Published in the Proceedings of the 2026 ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2509.12159,https://doi.org/10.48550/arXiv.2509.12159,,
FSE,aceito,2511.04014,VulInstruct: Teaching LLMs Root-Cause Reasoning for Vulnerability Detection via Security Specifications,Hao Zhu,2025,F4,Verificação & qualidade,central,automatica,,C1,Técnica/abordagem,baixo,detecção de vulnerabilidades via especificações de segurança extraídas,0.0,0.0,,,,,,,,sem dado,sim,Accepted at The ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2511.04014,https://doi.org/10.48550/arXiv.2511.04014,S1,Detecção de vulnerabilidade em código
FSE,aceito,2512.20334,Comment Traps: How Defective Commented-out Code Augment Defects in AI-Assisted Code Generation,Yuan Huang,2025,F4,Verificação & qualidade,secundaria,automatica,,C3,Estudo empírico,baixo,impacto de código comentado defeituoso na geração de código por IA,0.0,0.0,,,,,,,,sem dado,sim,Accepted to the The ACM International Conference on the Foundations of Software Engineering (FSE) (FSE 2026),https://arxiv.org/abs/2512.20334,https://doi.org/10.48550/arXiv.2512.20334,S2,Segurança do código gerado por IA
FSE,aceito,2512.21236,Casting a SPELL: Sentence Pairing Exploration for LLM Limitation-breaking,Yifan Huang,2025,F4,Verificação & qualidade,central,automatica,,C4,Benchmark/avaliação,baixo,framework de jailbreak para geração de código malicioso em LLMs,0.0,,,,,,,,,sem dado,sim,Accepted to FSE 2026,https://arxiv.org/abs/2512.21236,https://doi.org/10.48550/arXiv.2512.21236,S3,Teste de segurança e descoberta ofensiva
FSE,aceito,2512.21591,Co-Evolution of Types and Dependencies: Towards Repository-Level Type Inference for Python Code,Shuo Sun,2025,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,medio,inferência de tipos em nível de repositório Python via LLM,0.0,,,,,,,,,sem dado,sim,Accepted by FSE 2026,https://arxiv.org/abs/2512.21591,https://doi.org/10.48550/arXiv.2512.21591,,
FSE,aceito,2604.10126,MR-Coupler: Automated Metamorphic Test Generation via Functional Coupling Analysis,Congying Xu,2026,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,medio,geração automática de relações metamórficas via acoplamento funcional,0.0,0.0,,,,,,,,sem dado,sim,"Note: Accepted by ACM International Conference on the Foundations of Software Engineering (FSE) 2026  Proceedings of the ACM on Software Engineering, Volume 3, Article FS",https://arxiv.org/abs/2604.10126,https://doi.org/10.48550/arXiv.2604.10126,,
FSE,aceito,2605.22087,Automated Repair of TEE Partitioning Issues via DSL-Guided and LLM-Assisted Patching,Chengyan Ma,2026,F5,Depuração & reparo,central,automatica,,C2,Ferramenta/sistema,medio,reparo automatizado de vulnerabilidades de particionamento em TEE,0.0,0.0,,,,,,,,sem dado,sim,Accepted by the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2605.22087,https://doi.org/10.48550/arXiv.2605.22087,S4,Reparo e mitigação de vulnerabilidade
FSE,aceito,2605.28602,Satisfiability Solving with LLMs: A Matched-Pair Evaluation of Reasoning Capability,Leizhen Zhang,2026,F4,Verificação & qualidade,ausente,automatica,,C4,Benchmark/avaliação,baixo,avaliação de LLMs em satisfatibilidade booleana (SAT) via testes,0.0,0.0,,,,,,,,sem dado,sim,Accepted at the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2605.28602,https://doi.org/10.48550/arXiv.2605.28602,,
FSE,aceito,2605.29372,On the Road to Personalized Code Intelligence: Portraiting and Assisting Developers Based on Their In-IDE Behaviors,Yuhong Liu,2026,F7,Processo transversal & ciclo completo,ausente,automatica,,C2,Ferramenta/sistema,medio,Infraestrutura IDE para modelar desenvolvedores e personalizar assistência de código,0.0,,,,,,,,,sem dado,sim,"23 pages, 6 figures, accepted by FSE`2026",https://arxiv.org/abs/2605.29372,https://doi.org/10.48550/arXiv.2605.29372,,
FSE,aceito,2606.21919,Bringing Managed Language Support to WebAssembly with External Library Linking,Shuyao Jiang,2026,F6,Manutenção e evolução do código,ausente,automatica,,C2,Ferramenta/sistema,baixo,linking de bibliotecas externas para linguagens gerenciadas em WebAssembly,0.0,0.0,,,,,,,,sem dado,sim,Accepted by the 2026 ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2606.21919,https://doi.org/10.48550/arXiv.2606.21919,,
FSE,aceito,2605.17475,Event-B Agent: Towards LLM Agent for Formal Model Synthesis and Repair,Hongshu Wang,2026,F3,Implementação & geração de código,ausente,automatica,,C2,Ferramenta/sistema,medio,síntese e reparo de modelos formais Event-B via LLM,0.0,0.0,,,,,,,,sem dado,sim,accepted by FSE 2026,https://arxiv.org/abs/2605.17475,https://doi.org/10.48550/arXiv.2605.17475,,
FSE,aceito,2607.25996,RepoReasoner: Evaluating Repository-Level Code Reasoning Ability of Long-Context Language Models,Yanlin Wang,2026,F4,Verificação & qualidade,ausente,automatica,,C4,Benchmark/avaliação,baixo,benchmark de raciocínio de código em nível de repositório,0.0,0.0,,,,,,,,sem dado,sim,Published in FSE'2026,https://arxiv.org/abs/2607.25996,https://doi.org/10.48550/arXiv.2607.25996,,
FSE,aceito,2606.21963,Holmes: Multimodal Agentic Diagnosis for Mixed-Language Mobile Crashes at Industrial Scale,Jia Li,2026,F12,Monitoramento e operação do produto em produção,ausente,revisado,"Diagnóstico multi-agente de causa raiz de crashes móveis em escala industrial atua sobre falhas observadas em sistema operando (produção), o que pela regra de desempate F5/F12 caracteriza F12, e não há foco em vulnerabilidade ou ataque que justifique dimensão de segurança.",C2,Ferramenta/sistema,alto,diagnóstico multi-agente de causa raiz em crashes móveis,0.0,,,,,,,,,sem dado,sim,Accepted at FSE'26 Industry Track,https://arxiv.org/abs/2606.21963,https://doi.org/10.48550/arXiv.2606.21963,,
FSE,aceito,2606.29709,Bash-Commenter: Leveraging Syntax-Aware Preference Optimization to Reinforce Large Language Model for Bash Code Comment Generation,Lei Yu,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,baixo,geração automática de comentários para scripts Bash com LLM,0.0,,,,,,,,,sem dado,sim,Accepted to FSE 2026,https://arxiv.org/abs/2606.29709,https://doi.org/10.48550/arXiv.2606.29709,,
FSE,aceito,2605.00073,AgentReputation: A Decentralized Agentic AI Reputation Framework,Mohd Sameen Chishti,2026,F7,Processo transversal & ciclo completo,secundaria,automatica,,C1,Técnica/abordagem,alto,framework de reputação descentralizado para marketplaces de agentes de IA,0.0,0.0,,,,,,,,sem dado,sim,"5 pages, 1 figure, accepted to FSE 2026, Ideas, Visions and Reflections track",https://arxiv.org/abs/2605.00073,https://doi.org/10.48550/arXiv.2605.00073,S8,"Requisito, projeto e política"
FSE,aceito,2605.07678,Characterizing and Mitigating False-Positive Bug Reports in the Linux Kernel,Jiashuo Tian,2026,F5,Depuração & reparo,ausente,automatica,,C3,Estudo empírico,baixo,falsos positivos em relatórios de bugs do kernel Linux,0.0,,,,,,,,,sem dado,sim,Accepted in the Research Track in FSE 2026,https://arxiv.org/abs/2605.07678,https://doi.org/10.48550/arXiv.2605.07678,,
FSE,aceito,2604.10611,DuCodeMark: Dual-Purpose Code Dataset Watermarking via Style-Aware Watermark-Poison Design,Yuchen Chen,2026,F4,Verificação & qualidade,central,automatica,,C1,Técnica/abordagem,baixo,watermarking de datasets de código contra uso não autorizado,0.0,,,,,,,,,sem dado,sim,Accepted to the 34rd ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2604.10611,https://doi.org/10.48550/arXiv.2604.10611,S9,Benchmark e avaliação de segurança
FSE,aceito,2604.13611,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,Jingwen Zhang,2026,F4,Verificação & qualidade,central,automatica,,C2,Ferramenta/sistema,medio,validação automática de vulnerabilidades via geração de exploits em contratos inteligentes,0.0,,,,,,,,,sem dado,sim,Accepted by FSE 2026,https://arxiv.org/abs/2604.13611,https://doi.org/10.48550/arXiv.2604.13611,S3,Teste de segurança e descoberta ofensiva
FSE,aceito,2604.16571,EquivFusion: Unifying Hardware Equivalence Checking from Algorithms to Netlists via MLIR,Jiaying Zhu,2026,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,baixo,verificação de equivalência hardware/software via MLIR unificado,0.0,0.0,,,,,,,,sem dado,sim,Accepted to FSE 2026 (Tool Demonstration Track),https://arxiv.org/abs/2604.16571,https://doi.org/10.48550/arXiv.2604.16571,,
FSE,aceito,2604.194,CASCADE: Detecting Inconsistencies between Code and Documentation with Automatic Test Generation,Tobias Kiecker,2026,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,medio,detectar inconsistências código-documentação via testes gerados por LLM,0.0,0.0,,,,,,,,sem dado,sim,"23 pages, 3 figures. To appear in the proceedings of FSE 2026. Code available at https://github.com/TobiasKiecker/CASCADE/releases/tag/FSE2026-v1.0.0",https://arxiv.org/abs/2604.19400,https://doi.org/10.48550/arXiv.2604.19400,,
FSE,aceito,2604.20211,Towards Secure Logging: Characterizing and Benchmarking Logging Code Security Issues with LLMs,He Yang Yuan,2026,F4,Verificação & qualidade,central,automatica,,C4,Benchmark/avaliação,baixo,detecção e reparo de vulnerabilidades em código de logging com LLMs,0.0,,,,,,,,,sem dado,sim,Accepted at FSE 2026 Research Papers Track,https://arxiv.org/abs/2604.20211,https://doi.org/10.48550/arXiv.2604.20211,S9,Benchmark e avaliação de segurança
FSE,aceito,2604.20706,QuanForge: A Mutation Testing Framework for Quantum Neural Networks,Minqi Shao,2026,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,baixo,framework de teste de mutação para redes neurais quânticas,0.0,,,,,,,,,sem dado,sim,"23 pages, 4 figures, accepted at FSE 2026",https://arxiv.org/abs/2604.20706,https://doi.org/10.48550/arXiv.2604.20706,,
FSE,aceito,2604.27677,PuzzleMark: Implicit Jigsaw Learning for Robust Code Dataset Watermarking in Neural Code Completion Models,Haocheng Huang,2026,F4,Verificação & qualidade,secundaria,automatica,,C1,Técnica/abordagem,baixo,watermarking robusto para datasets de código em modelos de completação,0.0,0.0,,,,,,,,sem dado,sim,Accepted to the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2604.27677,https://doi.org/10.48550/arXiv.2604.27677,S9,Benchmark e avaliação de segurança
FSE,workshop/track,2604.27789,Test Before You Deploy: Governing Updates in the LLM Supply Chain,Mohd Sameen Chishti,2026,F4,Verificação & qualidade,secundaria,automatica,,C1,Técnica/abordagem,baixo,governança de testes e gates de compatibilidade para atualizações de LLM,0.0,0.0,,,,,,,,sem dado,sim,"4 pages, 1 figure, accepted to The 2nd International Workshop on Large Language Model Supply Chain Analysis (LLMSC2026) co-located with FSE 2026",https://arxiv.org/abs/2604.27789,https://doi.org/10.48550/arXiv.2604.27789,S5,Cadeia de suprimentos e dependências
FSE,aceito,2605.01769,VulKey: Automated Vulnerability Repair Guided by Domain-Specific Repair Patterns,Jia Li,2026,F5,Depuração e reparo,central,revisado,Correção de vulnerabilidade conhecida no código-fonte: reparo (F5).,C1,Técnica/abordagem,baixo,Reparo de vulnerabilidade guiado por padrões hierárquicos derivados de CWE e NVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sem dado,sim,Accepted by FSE 26,https://arxiv.org/abs/2605.01769,https://doi.org/10.48550/arXiv.2605.01769,S4,Reparo e mitigação de vulnerabilidade
FSE,aceito,2604.24212,Empowering Autonomous Debugging Agents with Efficient Dynamic Analysis,Jiahong Xiang,2026,F5,Depuração & reparo,ausente,alta,"O trabalho trata de depuração e reparo automatizado de programas através de agentes autônomos, focando em localização de falhas e reprodução de bugs com análise dinâmica eficiente.",C2,Ferramenta/sistema,alto,Interface de depuração centrada em agentes para reparo autônomo de programas,,,,,,,,,,sem dado,nao,Accepted to the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2604.24212,https://doi.org/10.48550/arXiv.2604.24212,,
FSE,aceito,2603.26329,Large Language Models for Software Testing Education: an Experience Report,Peng Yang,2026,F8,Formação e educação em engenharia de software,ausente,alta,"O trabalho investiga como estudantes aprendem a usar LLMs em tarefas de teste de software, focando em educação e desenvolvimento de competências estudantis, não na prática profissional de teste.",C3,Estudo empírico,medio,Educação em testes com LLM: comportamentos e dificuldades de estudantes,,,,,,,,,,sem dado,nao,Paper Accepted by the ACM International Conference on the Foundations of Software Engineering (FSE 2026) Software Engineering Education Track,https://arxiv.org/abs/2603.26329,https://doi.org/10.48550/arXiv.2603.26329,,
FSE,aceito,2605.02454,Causal Software Engineering: A Vision and Roadmap,Roberto Pietrantuono,2026,F7,Processo transversal & ciclo completo,ausente,media,"Propõe framework conceitual que avalia múltiplas fases do ciclo de vida de software (desenvolvimento e operações) com raciocínio causal transversal, sem focar em uma fase específica.",C5,Visão/posição/roadmap,baixo,Causal reasoning para diagnóstico e decisões interventionais em engenharia de software,,,,,,,,,,sem dado,nao,"Accepted at FSE 2026 - Ideas, Visions and Reflections (IVR) Track",https://arxiv.org/abs/2605.02454,https://doi.org/10.48550/arXiv.2605.02454,,
FSE,aceito,2602.12681,Fool Me If You Can: On the Robustness of Binary Code Similarity Detection Models against Semantics-preserving Transformations,Jiyong Uhm,2026,F4,Verificação & qualidade,central,automatica,,C3,Estudo empírico,baixo,Robustez de modelos de aprendizado profundo para detecção de similaridade em código binário contra transformações adversariais,,,,,,,,,,sem dado,nao,"23 pages, 9 figures, 5 tables. The paper has been accepted by The ACM International Conference on the Foundations of Software Engineering (FSE 2026)",https://arxiv.org/abs/2602.12681,https://doi.org/10.48550/arXiv.2602.12681,S1,Detecção de vulnerabilidade em código
FSE,aceito,2603.21439,LLM-Powered Workflow Optimization for Multidisciplinary Software Development: An Automotive Industry Case Study,Shuai Wang,2026,F6,Manutenção e evolução do código,ausente,automatica,,C1,Técnica/abordagem,medio,Otimização de workflow multi-disciplinar com LLM em desenvolvimento automotivo,,,,,,,,,,sem dado,nao,Accepted to FSE 2026 Industrial Track,https://arxiv.org/abs/2603.21439,https://doi.org/10.48550/arXiv.2603.21439,,
FSE,aceito,2603.2416,Towards Automated Crowdsourced Testing via Personified-LLM,Shengcheng Yu,2026,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,medio,Automação de testes GUI com LLMs personificados para cobertura diversificada,,,,,,,,,,sem dado,nao,Research Paper Accepted by the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2603.24160,https://doi.org/10.48550/arXiv.2603.24160,,
FSE,aceito,2603.2456,Boosting LLMs for Mutation Generation,Bo Wang,2026,F4,Verificação & qualidade,secundaria,automatica,,C2,Ferramenta/sistema,medio,geração de mutantes via RAG e fine-tuning para teste,,,,,,,,,,sem dado,nao,to be published in the collection of FSE 2026,https://arxiv.org/abs/2603.24560,https://doi.org/10.48550/arXiv.2603.24560,S3,Teste de segurança e descoberta ofensiva
FSE,aceito,2602.11671,Do Not Treat Code as Natural Language: Implications for Repository-Level Code Generation and Beyond,Minh Le-Anh,2026,F3,Implementação & geração de código,ausente,automatica,,C2,Ferramenta/sistema,medio,Geração de código em nível de repositório com indexação estruturada,,,,,,,,,,sem dado,nao,Accepted to FSE 2026,https://arxiv.org/abs/2602.11671,https://doi.org/10.48550/arXiv.2602.11671,,
FSE,aceito,2604.04977,Towards Predicting Multi-Vulnerability Attack Chains in Software Supply Chains from Software Bill of Materials Graphs,Laura Baird,2026,F4,Verificação & qualidade,central,automatica,,C5,Visão/posição/roadmap,medio,Predição de cadeias de ataque multi-vulnerabilidade em SBOMs via aprendizado em grafos heterogêneos,,,,,,,,,,sem dado,nao,"Accepted for the ACM International Conference on the Foundations of Software Engineering (FSE) 2026 Ideas, Visions and Reflections (IVR) Track",https://arxiv.org/abs/2604.04977,https://doi.org/10.48550/arXiv.2604.04977,S5,Cadeia de suprimentos e dependências
FSE,aceito,2603.28166,Evaluating Privilege Usage of Agents with Real-World Tools,Quan Zhang,2026,F4,Verificação & qualidade,central,automatica,,C4,Benchmark/avaliação,alto,Avaliação de segurança e privilégios em agentes LLM com ferramentas reais,,,,,,,,,,sem dado,nao,"Accepted to the FSE 2026 Ideas, Visions, and Reflections track",https://arxiv.org/abs/2603.28166,https://doi.org/10.48550/arXiv.2603.28166,S6,Segurança do agente e do modelo
FSE,aceito,2603.29813,Compiling Code LLMs into Lightweight Executables,Jieke Shi,2026,F3,Implementação & geração de código,ausente,automatica,,C2,Ferramenta/sistema,baixo,otimização e compilação de modelos LLM para execução local,,,,,,,,,,sem dado,nao,"Accepted at the 34th ACM International Conference on the Foundations of Software Engineering (FSE 2026), 25 pages",https://arxiv.org/abs/2603.29813,https://doi.org/10.48550/arXiv.2603.29813,,
FSE,aceito,2604.01147,SERSEM: Selective Entropy-Weighted Scoring for Membership Inference in Code Language Models,Kıvanç Kuzey Dikici,2026,F4,Verificação & qualidade,central,automatica,,C1,Técnica/abordagem,baixo,Ataque de inferência de memória em modelos de código LLM,,,,,,,,,,sem dado,nao,Accepted to the FSE 2026 Poisoned Chalice Competition,https://arxiv.org/abs/2604.01147,https://doi.org/10.48550/arXiv.2604.01147,S2,Segurança do código gerado por IA
FSE,aceito,2604.02852,Dependency-Guided Repository-Level C-to-Rust Translation with Reinforcement Alignment,Jia Feng,2026,F3,Implementação & geração de código,ausente,automatica,,C2,Ferramenta/sistema,medio,Tradução C-Rust guiada por dependências com alinhamento por reforço,,,,,,,,,,sem dado,nao,Accepted by FSE 2026 Industry,https://arxiv.org/abs/2604.02852,https://doi.org/10.48550/arXiv.2604.02852,,
FSE,aceito,2601.06497,Coding in a Bubble? Evaluating LLMs in Resolving Context Adaptation Bugs During Code Adaptation,Tanghaoran Zhang,2026,F5,Depuração & reparo,ausente,automatica,,C4,Benchmark/avaliação,baixo,avaliação de LLMs na resolução de bugs de adaptação de contexto,,,,,,,,,,sem dado,nao,"24 pages, 11 figures, accepted by FSE 2026",https://arxiv.org/abs/2601.06497,https://doi.org/10.48550/arXiv.2601.06497,,
FSE,workshop/track,2507.05245,An Investigation into Maintenance Support for Neural Networks,Fatema Tuz Zohra,2025,F6,Manutenção e evolução do código,ausente,automatica,,C3,Estudo empírico,baixo,manutenção e depuração de redes neurais na prática,,,,,,,,,,sem dado,nao,"Revised version accepted at the HumanAISE Workshop, co-located with FSE 2025",https://arxiv.org/abs/2507.05245,https://doi.org/10.48550/arXiv.2507.05245,,
FSE,aceito,2508.03323,Software Fairness Dilemma: Is Bias Mitigation a Zero-Sum Game?,Zhenpeng Chen,2025,F4,Verificação & qualidade,ausente,automatica,,C3,Estudo empírico,baixo,avaliação empírica de métodos de mitigação de viés em dados tabulares,,,,,,,,,,sem dado,nao,Accepted by the ACM International Conference on the Foundations of Software Engineering (FSE 2025),https://arxiv.org/abs/2508.03323,https://doi.org/10.48550/arXiv.2508.03323,,
FSE,aceito,2509.09192,ReDef: Do Code Language Models Truly Understand Code Changes for Just-in-Time Software Defect Prediction?,Doha Nam,2025,F4,Verificação & qualidade,ausente,automatica,,C4,Benchmark/avaliação,baixo,benchmark de predição de defeitos com modelos de linguagem de código,,,,,,,,,,sem dado,nao,"Accepted to FSE 2026; An anonymous link containing the dataset, construction scripts, and experimental code is publicly available for reproducibility: https://figshare.co",https://arxiv.org/abs/2509.09192,https://doi.org/10.48550/arXiv.2509.09192,,
FSE,aceito,2511.1733,Agentic Verification of Software Systems,Haoxin Tu,2025,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,alto,agente LLM iterativo para verificação formal de programas com Rocq,,,,,,,,,,sem dado,nao,Camera-ready version appeared in the Proceedings of the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2511.17330,https://doi.org/10.48550/arXiv.2511.17330,,
FSE,aceito,2512.19509,Beyond Language Boundaries: Uncovering Programming Language Families for Code Language Models,Shangbo Yun,2025,F2,Projeto & arquitetura,ausente,automatica,,C1,Técnica/abordagem,baixo,famílias linguísticas de linguagens de programação para LLMs multilíngues,,,,,,,,,,sem dado,nao,Accepted by FSE 2026,https://arxiv.org/abs/2512.19509,https://doi.org/10.48550/arXiv.2512.19509,,
FSE,aceito,2605.30054,Projectional Decoding: Towards Semantic-Aware LLM Generation,Boqi Chen,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,baixo,decodificação projecional para geração semanticamente válida de código,,,,,,,,,,sem dado,nao,"5 pages, 3 figures. Accepted at FSE 2026 IVR track",https://arxiv.org/abs/2605.30054,https://doi.org/10.48550/arXiv.2605.30054,,
FSE,aceito,2510.1827,Can Old Tests Do New Tricks for Resolving SWE Issues?,Yang Chen,2025,F5,Depuração & reparo,ausente,automatica,,C2,Ferramenta/sistema,medio,reutilizar testes de regressão para reproduzir bugs e validar patches,,,,,,,,,,sem dado,nao,"Accepted to the main technical track of the Symposium on the Foundations of Software Engineering (FSE), 2026",https://arxiv.org/abs/2510.18270,https://doi.org/10.48550/arXiv.2510.18270,,
FSE,aceito,2604.19201,Cascaded Code Editing: Large-Small Model Collaboration for Effective and Efficient Code Editing,Chaozheng Wang,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,baixo,cascata de modelos para geração e aplicação de edições de código,,,,,,,,,,sem dado,nao,This paper is accepted in FSE 2026,https://arxiv.org/abs/2604.19201,https://doi.org/10.48550/arXiv.2604.19201,,
FSE,aceito,2604.21771,Generalizing Test Cases for Comprehensive Test Scenario Coverage,Binhang Qi,2026,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,medio,generalização de casos de teste para cobertura de cenários,,,,,,,,,,sem dado,nao,Accepted at FSE 2026,https://arxiv.org/abs/2604.21771,https://doi.org/10.48550/arXiv.2604.21771,,
FSE,aceito,2604.23342,Empirical Insights of Test Selection Metrics under Multiple Testing Objectives and Distribution Shifts,Jingyu Zhang,2026,F4,Verificação & qualidade,ausente,automatica,,C4,Benchmark/avaliação,baixo,benchmark de métricas de seleção de teste para sistemas DL,,,,,,,,,,sem dado,nao,Accepted for publication at the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2604.23342,https://doi.org/10.48550/arXiv.2604.23342,,
FSE,aceito,2604.2542,Recommending Usability Improvements with Multimodal Large Language Models,Sebastian Lubos,2026,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,baixo,avaliação de usabilidade e recomendações via MLLM multimodal,,,,,,,,,,sem dado,nao,Accepted for publication at the ACM International Conference on the Foundations of Software Engineering (FSE 2026),https://arxiv.org/abs/2604.25420,https://doi.org/10.48550/arXiv.2604.25420,,
ICSE,aceito,2306.01987,Prompting Is All You Need: Automated Android Bug Replay with Large Language Models,Sidong Feng,2023,F5,Depuração & reparo,ausente,alta,"A obra propõe um método automatizado para reproduzir bugs a partir de relatórios, o que é o núcleo da atividade de depuração e reparo (F5).",C2,Ferramenta/sistema,medio,Reprodução automatizada de bugs Android via prompting de LLMs,154.0,79.4104,40.0,66.0,46.0,77.4,11.4,1.17,0.299,crescendo,sim,46th International Conference on Software Engineering (ICSE 2024),https://arxiv.org/abs/2306.01987,https://doi.org/10.48550/arXiv.2306.01987,,
