topico_seguranca,topico_seguranca_nome,seguranca,fase,fase_nome,corpus,sede,arxiv_id,titulo,ano,foco,citacoes,fwci,momentum,url
S8,"Requisito, projeto e política",central,F2,Projeto e arquitetura,secundario,,2407.18584,Designing Secure AI-based Systems: a Multi-Vocal Literature Review,2024,diretrizes arquiteturais de segurança para sistemas baseados em IA,,,sem dado,https://arxiv.org/abs/2407.18584
S8,"Requisito, projeto e política",secundaria,F4,Verificação & qualidade,primario,ICSE,2409.0322,FairQuant: Certifying and Quantifying Fairness of Deep Neural Networks,2024,Certificação formal e quantificação de fairness em redes neurais profundas,7.0,11.1958,desacelerando,https://arxiv.org/abs/2409.03220
S8,"Requisito, projeto e política",central,F4,Verificação e qualidade,secundario,,2412.16667,"The Good, the Bad, and the (Un)Usable: A Rapid Literature Review on Privacy as Code",2024,Privacy as Code: detecção e geração automática de código privacy-friendly,4.0,6.0313,platô,https://arxiv.org/abs/2412.16667
S8,"Requisito, projeto e política",central,F4,Verificação e qualidade,secundario,,2408.01303,A Systematic Mapping Study on SDN Controllers for Enhancing Security in IoT Networks,2024,Segurança em redes IoT com controladores SDN,1.0,0.5585,sem rastro,https://arxiv.org/abs/2408.01303
S8,"Requisito, projeto e política",central,F4,Verificação & qualidade,primario,ASE,2510.06343,Leveraging Large Language Models for Cybersecurity Risk Assessment -- A Case from Forestry Cyber-Physical Systems,2025,Ferramenta LLM com RAG para avaliação de riscos cibernéticos,1.0,1.9246,sem rastro,https://arxiv.org/abs/2510.06343
S8,"Requisito, projeto e política",central,F4,Verificação & qualidade,secundario,,2601.20918,Infusion of Blockchain to Establish Trustworthiness in AI Supported Software Evolution: A Systematic Literature Review,2026,Confiabilidade em evolução de software apoiada por IA e blockchain,0.0,0.0,sem dado,https://arxiv.org/abs/2601.20918
S8,"Requisito, projeto e política",secundaria,F4,Verificação & qualidade,primario,ASE,2605.03822,KVerus: Scalable and Resilient Formal Verification Proof Generation for Rust Code,2026,geração automática de provas de verificação formal para código Rust,0.0,,sem dado,https://arxiv.org/abs/2605.03822
S8,"Requisito, projeto e política",secundaria,F4,Verificação & qualidade,secundario,,2607.13196,From Human-Centric to Agentic Code Review: The Impact of Different Generations of Generative AI Technology on Review Quality,2026,Impacto de agentes IA em qualidade e eficiência de code review,,,sem dado,https://arxiv.org/abs/2607.13196
S8,"Requisito, projeto e política",secundaria,F4,Verificação & qualidade,secundario,,2512.23782,"A Systematic Mapping on Software Fairness: Focus, Trends and Industrial Context",2025,"Fairness em sistemas software: soluções, tendências e viabilidade industrial",,,sem dado,https://arxiv.org/abs/2512.23782
S8,"Requisito, projeto e política",central,F6,Manutenção e evolução do código,secundario,,2506.21693,The DevSafeOps Dilemma: A Systematic Literature Review on Rapidity in Safe Autonomous Driving Development and Operation,2025,DevOps em desenvolvimento seguro de sistemas autônomos,1.0,0.3606,sem rastro,https://arxiv.org/abs/2506.21693
S8,"Requisito, projeto e política",secundaria,F7,Processo transversal & ciclo completo,primario,TOSEM,2404.04566,"Efficient and Green Large Language Models for Software Engineering: Literature Review, Vision, and the Road Ahead",2024,Visão e roadmap para LLMs eficientes e sustentáveis em engenharia de software,36.0,8.8536,acelerando,https://arxiv.org/abs/2404.04566
S8,"Requisito, projeto e política",secundaria,F7,Processo transversal e ciclo completo,secundario,,2503.13793,Mapping the Trust Terrain: LLMs in Software Engineering -- Insights and Perspectives,2025,Confiabilidade e trustworthiness de LLMs em tarefas engenharia software,3.0,4.188,acelerando,https://arxiv.org/abs/2503.13793
S8,"Requisito, projeto e política",secundaria,F7,Processo transversal & ciclo completo,primario,TSE,2503.13793,Mapping the Trust Terrain: LLMs in Software Engineering -- Insights and Perspectives,2025,Confiabilidade e confiança em LLMs para engenharia de software,3.0,4.188,acelerando,https://arxiv.org/abs/2503.13793
S8,"Requisito, projeto e política",secundaria,F7,Processo transversal & ciclo completo,secundario,,2507.15025,Survey of GenAI for Automotive Software Development: From Requirements to Executable Code,2025,"GenAI e LLMs em requisitos, conformidade e geração de código automotivo",1.0,1.2703,sem rastro,https://arxiv.org/abs/2507.15025
S8,"Requisito, projeto e política",secundaria,F7,Processo transversal & ciclo completo,primario,FSE,2605.00073,AgentReputation: A Decentralized Agentic AI Reputation Framework,2026,framework de reputação descentralizado para marketplaces de agentes de IA,0.0,0.0,sem dado,https://arxiv.org/abs/2605.00073
S8,"Requisito, projeto e política",central,F7,Processo transversal e ciclo completo,secundario,,2606.23696,Privacy Engineering: A Systematic Literature Review,2026,Engenharia de privacidade em ciclo de vida de software sob GDPR,,,sem dado,https://arxiv.org/abs/2606.23696
S8,"Requisito, projeto e política",secundaria,F7,Processo transversal & ciclo completo,secundario,,2508.02279,Dialogue Systems Engineering: A Survey and Future Directions,2025,Engenharia de software para sistemas de diálogo com LLMs,,,sem dado,https://arxiv.org/abs/2508.02279
S9,Benchmark e avaliação de segurança,secundaria,F12,Monitoramento e operação do produto em produção,primario,ASE,2601.12448,Evaluating Large Language Models for Time Series Anomaly Detection in Aerospace Software,2026,benchmark de LLMs para detecção de anomalias em telemetria aeroespacial,,,sem dado,https://arxiv.org/abs/2601.12448
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,secundario,,2405.0476,Large Language Models for Cyber Security: A Systematic Literature Review,2024,"LLMs para detecção vulnerabilidades, análise malware, agentes autônomos segurança",94.0,12.4298,acelerando,https://arxiv.org/abs/2405.04760
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,primario,TOSEM,2405.0476,Large Language Models for Cyber Security: A Systematic Literature Review,2024,"Aplicação de LLMs em tarefas de cibersegurança: detecção, análise e resposta",94.0,12.4298,acelerando,https://arxiv.org/abs/2405.04760
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,secundario,,2311.10372,"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends",2023,Modelos de linguagem especializados em código e geração de software,23.0,,desacelerando,https://arxiv.org/abs/2311.10372
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,secundario,,2310.17903,Pitfalls in Language Models for Code Intelligence: A Taxonomy and Survey,2023,Pitfalls em modelos de linguagem para inteligência de código,8.0,,sem dado,https://arxiv.org/abs/2310.17903
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,ICSME,2404.09836,How Far Have We Gone in Binary Code Understanding Using Large Language Models,2024,Benchmark de LLMs em análise de código binário e engenharia reversa,8.0,2.8326,desacelerando,https://arxiv.org/abs/2404.09836
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação e qualidade,secundario,,2407.00125,A Survey on Failure Analysis and Fault Injection in AI Systems,2024,análise de falhas e injeção de falhas em sistemas de IA,7.0,8.0008,platô,https://arxiv.org/abs/2407.00125
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,secundario,,2506.11094,The Scales of Justitia: A Comprehensive Survey on Safety Evaluation of LLMs,2025,"Avaliação de segurança de LLMs: toxicidade, viés, robustez e confiabilidade",4.0,25.9091,platô,https://arxiv.org/abs/2506.11094
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação e qualidade,secundario,,2312.00324,Machine Learning for Actionable Warning Identification: A Comprehensive Survey,2023,identificação de alertas acionáveis com machine learning em análise estática,3.0,2.0201,platô,https://arxiv.org/abs/2312.00324
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,secundario,,2507.2261,Metamorphic Testing of Deep Code Models: A Systematic Literature Review,2025,Teste de robustez de modelos de IA para código via metamorfic testing,1.0,0.6087,sem rastro,https://arxiv.org/abs/2507.22610
S9,Benchmark e avaliação de segurança,central,F4,Verificação e qualidade,secundario,,2303.16362,Benchmarking Software Vulnerability Detection Techniques: A Survey,2023,Survey sobre práticas de benchmark em detecção de vulnerabilidade de software,1.0,,sem rastro,https://arxiv.org/abs/2303.16362
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,secundario,,2605.26169,"ESBMC: A Survey of Its Evolution, Integration, and Future Directions in Formal Software Verification",2026,"Evolução ESBMC: verificação formal, integração LLM e agentes autônomos",0.0,,sem dado,https://arxiv.org/abs/2605.26169
S9,Benchmark e avaliação de segurança,central,F4,Verificação e qualidade,secundario,,2606.30219,EvalSafetyGap: A Hybrid Survey and Conceptual Framework for LLM Evaluation-Safety Failures,2026,Validade de benchmarks e falhas de segurança em avaliação de LLMs,0.0,,sem dado,https://arxiv.org/abs/2606.30219
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,ASE,2604.01527,REAP: Automatic Curation of Coding Agent Benchmarks from Interactive Production Usage,2026,curadoria automática de benchmarks de agentes de codificação a partir de uso real,0.0,,sem dado,https://arxiv.org/abs/2604.01527
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,primario,ASE,2510.13106,TRUSTVIS: A Multi-Dimensional Trustworthiness Evaluation Framework for Large Language Models,2025,avaliação de segurança e robustez de LLMs com visualização interativa,0.0,0.0,sem dado,https://arxiv.org/abs/2510.13106
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,primario,FSE,2604.10611,DuCodeMark: Dual-Purpose Code Dataset Watermarking via Style-Aware Watermark-Poison Design,2026,watermarking de datasets de código contra uso não autorizado,0.0,,sem dado,https://arxiv.org/abs/2604.10611
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,primario,FSE,2604.20211,Towards Secure Logging: Characterizing and Benchmarking Logging Code Security Issues with LLMs,2026,detecção e reparo de vulnerabilidades em código de logging com LLMs,0.0,,sem dado,https://arxiv.org/abs/2604.20211
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,FSE,2604.27677,PuzzleMark: Implicit Jigsaw Learning for Robust Code Dataset Watermarking in Neural Code Completion Models,2026,watermarking robusto para datasets de código em modelos de completação,0.0,0.0,sem dado,https://arxiv.org/abs/2604.27677
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,ICSE,2601.01129,RovoDev Code Reviewer: A Large-Scale Online Evaluation of LLM-based Code Review Automation at Atlassian,2026,Automação de revisão de código com LLM integrado em plataforma enterprise,0.0,,sem dado,https://arxiv.org/abs/2601.01129
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,ICSE,2506.17208,Dissecting the SWE-Bench Leaderboards: Profiling Submitters and Architectures of LLM- and Agent-Based Repair Systems,2025,Estudo empírico de arquiteturas e submissões em benchmark APR,0.0,,sem dado,https://arxiv.org/abs/2506.17208
S9,Benchmark e avaliação de segurança,central,F4,Verificação & qualidade,primario,ICSE,2412.00746,BDefects4NN: A Backdoor Defect Database for Controlled Localization Studies in Neural Networks,2024,Database de defeitos backdoor para localização em redes neurais,0.0,,sem dado,https://arxiv.org/abs/2412.00746
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,secundario,,2602.13377,A Survey of Code Review Benchmarks and Evaluation Practices in Pre-LLM and LLM Era,2026,Benchmarks e práticas de avaliação para revisão de código com LLMs,,,sem dado,https://arxiv.org/abs/2602.13377
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,ICSE,2605.11341,CPEMH: An Agentic Framework for Prompt-Driven Behavior Evaluation and Assurance in Foundation-Model Systems for Mental Health Screening,2026,avaliação e auditoria de comportamento de prompts em triagem clínica,,,sem dado,https://arxiv.org/abs/2605.11341
S9,Benchmark e avaliação de segurança,secundaria,F4,Verificação & qualidade,primario,ICSE,2604.12615,DeepTest Tool Competition 2026: Benchmarking an LLM-Based Automotive Assistant,2026,Benchmarking ferramentas de teste para assistente LLM automotivo,,,sem dado,https://arxiv.org/abs/2604.12615
