arxiv_id,titulo,primeiro_autor,ano,data,fase,fase_nome,seguranca,confianca_fase,justificativa_fase,tipo,tipo_nome,agentico,foco,n_buscas_recuperado,categoria_arxiv,citacoes,fwci,cit_2024,cit_2025,cit_2026,ritmo_anual_2026,aceleracao,crescimento,pct_cit_2026,momentum,oa_match,url,doi_arxiv,topico_seguranca,topico_seguranca_nome
2408.16498,A Survey on Evaluating Large Language Models in Code Generation Tasks,Liguo Chen,2024,2024-08-29T12:56:06Z,F4,Verificação & qualidade,ausente,alta,"O foco central é avaliar e medir a qualidade de modelos em geração de código (correção, eficiência, legibilidade), o que pertence à verificação e qualidade, não à implementação.",T3,Survey narrativo,baixo,Avaliação de LLMs em geração de código: métricas e benchmarks,2,cs.SE,10.0,,,9.0,1.0,1.7,-7.3,0.19,0.1,desacelerando,sim,https://arxiv.org/abs/2408.16498,https://doi.org/10.48550/arXiv.2408.16498,,
2405.12195,Developers' Perceptions on the Impact of ChatGPT in Software Development: A Survey,Thiago S. Vaillant,2024,2024-05-20T17:31:16Z,F7,Processo transversal & ciclo completo,ausente,media,"Estudo sobre percepções e impacto de LLM (ChatGPT) em práticas de desenvolvimento — abrange múltiplas fases (qualidade, produtividade, satisfação, desemprego) e dimensões transversais (processo, governança, adoção de tecnologia), não se concentrando em uma fase específica, mas em como a IA permeia o processo global de engenharia de software.",T6,Survey com praticantes + revisão,medio,Percepções de desenvolvedores sobre impacto de LLM em desenvolvimento,2,cs.SE,10.0,,,7.0,3.0,5.0,-2.0,0.72,0.3,platô,sim,https://arxiv.org/abs/2405.12195,https://doi.org/10.48550/arXiv.2405.12195,,
2403.07506,"Robustness, Security, Privacy, Explainability, Efficiency, and Usability of Large Language Models for Code",Zhou Yang,2024,2024-03-12T10:43:26Z,F4,Verificação & qualidade,central,alta,"Revisão sistemática que examina métodos de avaliação e melhoria de propriedades não-funcionais (robustez, segurança, privacidade, explicabilidade, eficiência, usabilidade) de LLM4Code, core de verificação e qualidade.",T1,Revisão sistemática (SLR),medio,"Propriedades não-funcionais de LLMs para código: robustez, segurança, privacidade",1,cs.SE,9.0,,3.0,3.0,3.0,5.0,2.0,1.68,0.333,platô,sim,https://arxiv.org/abs/2403.07506,https://doi.org/10.48550/arXiv.2403.07506,S2,Segurança do código gerado por IA
2412.06564,Applications and Implications of Large Language Models in Qualitative Analysis: A New Frontier for Empirical Software Engineering,Matheus de Morais Leça,2024,2024-12-09T15:17:36Z,F4,Verificação & qualidade,ausente,alta,"O trabalho é um mapeamento sistemático sobre uso de LLMs em análise qualitativa para pesquisa em engenharia de software, focando em práticas, benefícios e limitações de uma técnica de pesquisa — é investigação metodológica sobre qualidade e validação de análise, não orquestração multi-fase.",T2,Mapeamento sistemático,medio,LLMs em análise qualitativa para pesquisa empírica em engenharia de software,1,cs.SE,9.0,15.0446,,5.0,4.0,6.7,1.7,1.35,0.444,platô,sim,https://arxiv.org/abs/2412.06564,https://doi.org/10.48550/arXiv.2412.06564,,
2408.06224,A Multi-Year Grey Literature Review on AI-assisted Test Automation,Filippo Ricca,2024,2024-08-12T15:26:36Z,F4,Verificação e qualidade,ausente,revisado,"Revisão de literatura cinzenta que constrói taxonomias de problemas e soluções de IA em automação de testes, complementada por entrevistas com especial…",T4,Taxonomia/framework,baixo,IA aplicada à automação de testes via literatura cinzenta,1,cs.SE,9.0,10.31,0.0,6.0,3.0,5.042,-0.958,0.84,0.333,platô,sim,https://arxiv.org/abs/2408.06224,https://doi.org/10.48550/arXiv.2408.06224,,
2308.01191,Towards Understanding the Capability of Large Language Models on Code Clone Detection: A Survey,Shihan Dou,2023,2023-08-02T14:56:01Z,F4,Verificação & qualidade,ausente,alta,"Avalia métodos e técnicas para detecção de clones de código (verificação de qualidade), comparando desempenho de LLMs contra métodos existentes, não aborda implementação, manutenção ou planejamento.",T3,Survey narrativo,medio,Avaliação de LLMs para detecção de clones de código,2,cs.SE,9.0,,5.0,4.0,,,,,,sem dado,sim,https://arxiv.org/abs/2308.01191,https://doi.org/10.48550/arXiv.2308.01191,,
2305.05352,A Taxonomy of Foundation Model based Systems through the Lens of Software Architecture,Qinghua Lu,2023,2023-05-09T11:37:16Z,F2,Projeto & arquitetura,ausente,alta,"O trabalho propõe uma taxonomia sistemática de opções de design arquitetural para sistemas baseados em foundation models, incluindo decisões arquiteturais, padrões e trade-offs — núcleo de projeto e arquitetura.",T4,Taxonomia/framework,medio,Taxonomia arquitetura sistemas baseados em foundation models LLM,1,cs.SE,9.0,3.2004,4.0,2.0,3.0,5.0,3.0,2.52,0.333,acelerando,sim,https://arxiv.org/abs/2305.05352,https://doi.org/10.48550/arXiv.2305.05352,,
2306.11673,A Survey on Automated Software Vulnerability Detection Using Machine Learning and Deep Learning,Nima Shiri Harzevili,2023,,F4,Verificação e qualidade,central,revisado,"Mapeia e caracteriza atributos dos estudos de detecção em código-fonte: F4, T2.",T2,Mapeamento sistemático,baixo,Survey sistemático de detecção automatizada de vulnerabilidade com ML e DL,1,cs.SE,9.0,,5.0,1.0,1.0,1.68,0.68,1.68,0.111,platô,sim,https://arxiv.org/abs/2306.11673,https://doi.org/10.48550/arXiv.2306.11673,S1,Detecção de vulnerabilidade em código
2503.16416,Survey on Evaluation of LLM-based Agents,Asaf Yehudai,2025,2025-03-20T17:59:23Z,F4,Verificação & qualidade,ausente,alta,"O trabalho é uma survey sobre métodos de avaliação de agentes LLM, focando em benchmarks, frameworks de avaliação e dimensões de qualidade — classificação, medição e controle de qualidade de sistemas, não orquestração multi-agente.",T3,Survey narrativo,alto,Métodos de avaliação de agentes baseados em LLM e benchmarks,3,cs.AI,8.0,278.3077,,2.0,6.0,10.1,8.1,5.05,0.75,acelerando,sim,https://arxiv.org/abs/2503.16416,https://doi.org/10.48550/arXiv.2503.16416,,
2310.17903,Pitfalls in Language Models for Code Intelligence: A Taxonomy and Survey,Xinyu She,2023,2023-10-27T05:32:57Z,F4,Verificação & qualidade,secundaria,alta,"Taxonomia sistemática de falhas em modelos de linguagem para inteligência de código, focando em confiabilidade, teste e avaliação de desempenho em tarefas como geração de código e reparo de bugs.",T1,Revisão sistemática (SLR),baixo,Pitfalls em modelos de linguagem para inteligência de código,1,cs.SE,8.0,,6.0,2.0,,,,,,sem dado,sim,https://arxiv.org/abs/2310.17903,https://doi.org/10.48550/arXiv.2310.17903,S9,Benchmark e avaliação de segurança
2505.00144,When Deep Learning Meets Information Retrieval-based Bug Localization: A Survey,Feifei Niu,2025,2025-04-30T19:30:28Z,F5,Depuração & reparo,ausente,alta,"A obra foca em técnicas de localização de bugs (bug localization) usando deep learning, que é claramente uma atividade de depuração e reparo — identificação e resolução de falhas em código existente.",T3,Survey narrativo,baixo,Localização de bugs com deep learning e recuperação de informação,1,cs.SE,7.0,13.3733,,,7.0,11.8,,,1.0,sem dado,sim,https://arxiv.org/abs/2505.00144,https://doi.org/10.48550/arXiv.2505.00144,,
2507.04422,Learning Software Bug Reports: A Systematic Literature Review,Guoming Long,2025,2025-07-06T15:17:59Z,F5,Depuração e reparo,ausente,revisado,Revisão sistemática com protocolo explícito cobrindo 1825 artigos; foco em depuração e reparo automatizado.,T1,Revisão sistemática (SLR),baixo,Aprendizado de máquina para análise automática de relatórios de bugs,1,cs.SE,7.0,2.9217,0.0,1.0,6.0,10.084,9.084,10.084,0.857,acelerando,sim,https://arxiv.org/abs/2507.04422,https://doi.org/10.48550/arXiv.2507.04422,,
2408.07913,A Systematic Mapping Study of Crowd Knowledge Enhanced Software Engineering Research Using Stack Overflow,Minaoar Tanzil,2024,2024-08-15T03:40:44Z,F7,Processo transversal & ciclo completo,ausente,media,"É um mapeamento sistemático que categoriza pesquisa de SE em múltiplos domínios usando dados do Stack Overflow, não um estudo focado em entender um produto específico, cabendo como visão transversal da disciplina.",T2,Mapeamento sistemático,baixo,Mapeamento sistemático de pesquisa em engenharia de software usando dados do Stack Overflow,1,cs.SE,7.0,6.399,,6.0,1.0,1.7,-4.3,0.28,0.143,desacelerando,sim,https://arxiv.org/abs/2408.07913,https://doi.org/10.48550/arXiv.2408.07913,,
2410.15631,Security of Language Models for Code: A Systematic Literature Review,Yuchen Chen,2024,2024-10-21T04:27:41Z,F4,Verificação e qualidade,central,revisado,"Revisão sistemática com protocolo explícito (67 artigos, estratégias de ataque/defesa, métricas de avaliação) sobre vulnerabilidades em CodeLMs.",T1,Revisão sistemática (SLR),medio,segurança de modelos de linguagem para código,1,cs.SE,7.0,0.9284,0.0,1.0,6.0,10.084,9.084,10.084,0.857,acelerando,sim,https://arxiv.org/abs/2410.15631,https://doi.org/10.48550/arXiv.2410.15631,S2,Segurança do código gerado por IA
2407.00125,A Survey on Failure Analysis and Fault Injection in AI Systems,Guangba Yu,2024,2024-06-28T00:32:03Z,F4,Verificação e qualidade,secundaria,revisado,"É um mapeamento sistemático de 160 artigos e repositórios sobre técnicas de failure analysis e fault injection em sistemas de IA, class…",T2,Mapeamento sistemático,baixo,análise de falhas e injeção de falhas em sistemas de IA,1,cs.SE,7.0,8.0008,0.0,4.0,3.0,5.042,1.042,1.261,0.429,platô,sim,https://arxiv.org/abs/2407.00125,https://doi.org/10.48550/arXiv.2407.00125,S9,Benchmark e avaliação de segurança
2509.11446,Large Language Models (LLMs) for Requirements Engineering (RE): A Systematic Literature Review,Mohammad Amin Zadenoori,2025,2025-09-14T21:45:01Z,F1,Requisitos & especificação,ausente,alta,"O trabalho é uma revisão sistemática sobre aplicações de LLMs em atividades centrais de RE (elicitação e validação de requisitos, geração de testes), focando em como LLMs assistem tarefas de especificação e documentação de requisitos, não em descoberta de produto, planejamento/gestão ou documentação consultável do projeto.",T1,Revisão sistemática (SLR),medio,"LLMs em engenharia de requisitos: elicitação, validação e artefatos",2,cs.SE,6.0,2.4888,,,6.0,10.1,,,1.0,sem dado,sim,https://arxiv.org/abs/2509.11446,https://doi.org/10.48550/arXiv.2509.11446,,
2505.16587,A Survey on the Application of Large Language Models in Scenario-Based Testing of Automated Driving Systems,Yongqi Zhao,2025,2025-05-22T12:25:44Z,F4,Verificação e qualidade,secundaria,revisado,Mapeamento sistemático de literatura sobre aplicação de LLMs em validação e teste de dirigibilidade autônoma.,T2,Mapeamento sistemático,medio,LLMs em teste baseado em cenários de sistemas autônomos,1,cs.SE,6.0,18.0613,0.0,1.0,5.0,8.4034,7.4034,8.4034,0.833,acelerando,sim,https://arxiv.org/abs/2505.16587,https://doi.org/10.48550/arXiv.2505.16587,S3,Teste de segurança e descoberta ofensiva
2404.18496,AI-powered Code Review with LLMs: Early Results,Zeeshan Rasheed,2024,2024-04-29T08:27:50Z,F4,Verificação & qualidade,secundaria,revisado,"O estudo foca em revisão de código via LLM para detectar code smells, bugs potenciais e sugerir melhorias, caracterizando verificação e qualidade.",T4,Taxonomia/framework,medio,revisão de código com agente LLM para detectar bugs e code smells,1,cs.SE,6.0,,2.0,2.0,2.0,3.361,1.361,1.681,0.333,platô,sim,https://arxiv.org/abs/2404.18496,https://doi.org/10.48550/arXiv.2404.18496,S1,Detecção de vulnerabilidade em código
2408.01063,Leveraging Encoder-only Large Language Models for Mobile App Review Feature Extraction,Quim Motger,2024,2024-08-02T07:31:57Z,F9,Descoberta de produto e entendimento do problema,ausente,revisado,"Analisa reviews de usuários para extrair features do produto, caracterizando análise de feedback típica da descoberta de produto.",T4,Taxonomia/framework,baixo,extração de features de reviews de apps móveis com LLMs encoder-only,1,cs.CL,6.0,11.4513,0.0,2.0,4.0,6.723,4.723,3.361,0.667,acelerando,sim,https://arxiv.org/abs/2408.01063,https://doi.org/10.48550/arXiv.2408.01063,,
2501.01277,"Language Models for Code Optimization: Survey, Challenges and Future Directions",Jingzhi Gong,2025,2025-01-02T14:20:36Z,F3,Implementação & geração de código,ausente,alta,"A obra foca em técnicas de otimização de código usando modelos de linguagem, abordando geração, completação e reparo — transformações práticas do código executável, núcleo de F3, não apenas análise ou compreensão.",T1,Revisão sistemática (SLR),baixo,Otimização de código usando modelos de linguagem,2,cs.SE,5.0,,,5.0,,,,,,sem dado,sim,https://arxiv.org/abs/2501.01277,https://doi.org/10.48550/arXiv.2501.01277,,
2504.19838,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,Guangyi Liu,2025,2025-04-28T14:39:25Z,F7,Processo transversal & ciclo completo,ausente,media,"Survey sobre agentes de GUI baseados em LLM para automacao de telefone, um framework agentico geral que nao se encaixa em uma fase especifica do ciclo de software.",T3,Survey narrativo,alto,"Agentes LLM para automação GUI em telefones: arquiteturas, modelos, datasets",1,cs.HC,5.0,,,1.0,4.0,6.7,5.7,6.73,0.8,acelerando,sim,https://arxiv.org/abs/2504.19838,https://doi.org/10.48550/arXiv.2504.19838,,
2505.18906,Federated Retrieval-Augmented Generation: A Systematic Mapping Study,Abhijit Chakraborty,2025,2025-05-24T23:45:12Z,F7,Processo transversal & ciclo completo,ausente,media,"É um estudo de mapeamento sistemático sobre uma técnica geral (Federated RAG) aplicada a NLP, não sobre entendimento de produto específico nem outra fase do ciclo de software, encaixando-se em visão transversal da disciplina.",T2,Mapeamento sistemático,medio,Arquitetura e padrões de RAG federado em sistemas distribuídos privados,1,cs.CL,5.0,9.623,,1.0,4.0,6.7,5.7,6.73,0.8,acelerando,sim,https://arxiv.org/abs/2505.18906,https://doi.org/10.48550/arXiv.2505.18906,,
2403.14734,"A Survey of Neural Code Intelligence: Paradigms, Advances and Beyond",Qiushi Sun,2024,2024-03-21T08:54:56Z,F3,Implementação e geração de código,ausente,revisado,"Survey narrativo sobre evolução de modelos de aprendizado profundo para tarefas de código, sem protocolo sistemático explícito.",T3,Survey narrativo,baixo,Modelos de deep learning para inteligência de código,1,cs.SE,5.0,,1.0,4.0,0.0,0.0,-4.0,0.0,0.0,desacelerando,sim,https://arxiv.org/abs/2403.14734,https://doi.org/10.48550/arXiv.2403.14734,,
2310.01905,"Domain-Driven Design in Software Development: A Systematic Literature Review on Implementation, Challenges, and Effectiveness",Ozan Özkan,2023,2023-10-03T09:22:53Z,F2,Projeto & arquitetura,ausente,revisado,"DDD trata de modelagem de domínio e decisão arquitetural, incluindo decomposição em microsserviços, caracterizando projeto e arquitetura.",T1,Revisão sistemática (SLR),baixo,Domain-Driven Design aplicado a arquitetura de software e microsserviços,1,cs.SE,5.0,2.9217,0.0,1.0,4.0,6.723,5.723,6.723,0.8,acelerando,sim,https://arxiv.org/abs/2310.01905,https://doi.org/10.48550/arXiv.2310.01905,,
2506.11094,The Scales of Justitia: A Comprehensive Survey on Safety Evaluation of LLMs,Songyang Liu,2025,2025-06-06T05:50:50Z,F4,Verificação & qualidade,central,alta,"Survey sistemático sobre avaliação de segurança de LLMs (taxonomia, métodos, riscos, benchmarks) é quintessencialmente verificação e qualidade, não residual nem transversal.",T3,Survey narrativo,baixo,"Avaliação de segurança de LLMs: toxicidade, viés, robustez e confiabilidade",1,cs.CL,4.0,25.9091,,2.0,2.0,3.4,1.4,1.68,0.5,platô,sim,https://arxiv.org/abs/2506.11094,https://doi.org/10.48550/arXiv.2506.11094,S9,Benchmark e avaliação de segurança
2503.06195,Human-AI Experience in Integrated Development Environments: A Systematic Literature Review,Agnia Sergeyuk,2025,2025-03-08T12:40:18Z,F4,Verificação & qualidade,ausente,alta,"Foco central em qualidade, verificação e experiência do usuário com sistemas de IA em IDEs, abrangendo desafios como overhead de verificação e confiabilidade.",T1,Revisão sistemática (SLR),medio,"Experiência humano-IA em IDEs, interação desenvolvedor-assistente baseado em IA",1,cs.SE,4.0,20.25,,1.0,3.0,5.0,4.0,5.05,0.75,acelerando,sim,https://arxiv.org/abs/2503.06195,https://doi.org/10.48550/arXiv.2503.06195,,
2508.07407,A Comprehensive Survey of Self-Evolving AI Agents: A New Paradigm Bridging Foundation Models and Lifelong Agentic Systems,Jinyuan Fang,2025,2025-08-10T16:07:32Z,F7,Processo transversal & ciclo completo,ausente,alta,"Survey sobre framework conceitual e técnicas para evolução automática de agentes IA — orquestração multi-componente (entrada, sistema, ambiente, otimizadores) que avalia e melhora agentes entre fases, caracterizando governança e visão transversal da disciplina de agentes autoadaptativos.",T3,Survey narrativo,alto,Agentes autônomos auto-evoluíveis com feedback contínuo e otimização adaptativa,1,cs.AI,4.0,,,1.0,3.0,5.0,4.0,5.05,0.75,acelerando,sim,https://arxiv.org/abs/2508.07407,https://doi.org/10.48550/arXiv.2508.07407,,
2510.18923,A Survey on Feedback Types in Automated Programming Assessment Systems,Eduard Frankford,2025,2025-10-21T09:08:22Z,F4,Verificação e qualidade,ausente,revisado,Survey narrativo sobre tipos de feedback em APASs; LLMs aparecem como subtema de melhoria.,T3,Survey narrativo,medio,Feedback em sistemas de avaliação de programação automatizados,1,cs.SE,4.0,3.913,0.0,1.0,3.0,5.042,4.042,5.042,0.75,acelerando,sim,https://arxiv.org/abs/2510.18923,https://doi.org/10.48550/arXiv.2510.18923,,
2404.1116,Low-Cost Language Models: Survey and Performance Evaluation on Python Code Generation,Jessica López Espejel,2024,2024-04-17T08:16:48Z,F3,Implementação & geração de código,ausente,alta,"Foco central em avaliação de desempenho de modelos para geração de código Python, proposta de estratégia de prompting (CoT) e dataset de benchmark — trabalho sobre capacidade de geração/completação de código, não sobre descoberta de produto, gestão ou documentação mantida.",T3,Survey narrativo,baixo,Geração de código Python com modelos de linguagem de baixo custo,1,cs.AI,4.0,0.9837,,2.0,2.0,3.4,1.4,1.68,0.5,platô,sim,https://arxiv.org/abs/2404.11160,https://doi.org/10.48550/arXiv.2404.11160,,
2412.16667,"The Good, the Bad, and the (Un)Usable: A Rapid Literature Review on Privacy as Code",Nicolás E. Díaz Ferreyra,2024,2024-12-21T15:30:17Z,F4,Verificação e qualidade,central,revisado,Revisão rápida de literatura (rapid review) sem protocolo sistemático completo sobre métodos de privacidade como código.,T3,Survey narrativo,baixo,Privacy as Code: detecção e geração automática de código privacy-friendly,1,cs.SE,4.0,6.0313,0.0,2.0,2.0,3.361,1.361,1.681,0.5,platô,sim,https://arxiv.org/abs/2412.16667,https://doi.org/10.48550/arXiv.2412.16667,S8,"Requisito, projeto e política"
2507.22659,A Systematic Literature Review on Detecting Software Vulnerabilities with Large Language Models,Sabrina Kaniewski,2025,2025-07-30T13:17:16Z,F4,Verificação & qualidade,central,alta,"A obra é uma revisão sistemática sobre detecção de vulnerabilidades com LLMs, focando em técnicas, arquiteturas e avaliação de abordagens — núcleo de verificação e qualidade de software.",T1,Revisão sistemática (SLR),baixo,Detecção de vulnerabilidades de software usando LLMs,2,cs.SE,3.0,24.7586,,,3.0,5.0,,,1.0,sem dado,sim,https://arxiv.org/abs/2507.22659,https://doi.org/10.48550/arXiv.2507.22659,S1,Detecção de vulnerabilidade em código
2502.19411,"Code to Think, Think to Code: A Survey on Code-Enhanced Reasoning and Reasoning-Driven Code Intelligence in LLMs",Dayu Yang,2025,2025-02-26T18:55:42Z,F3,Implementação & geração de código,ausente,alta,"Foco central em como raciocínio melhora capacidades de inteligência de código (completação, planejamento, depuração) e como código estrutura o raciocínio para execução—transformações na geração e otimização de código, não governança transversal.",T3,Survey narrativo,medio,Code-enhanced reasoning e code intelligence em LLMs para engenharia de software,2,cs.CL,3.0,5.019,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,https://arxiv.org/abs/2502.19411,https://doi.org/10.48550/arXiv.2502.19411,,
2503.22238,"Integrating LLMs in Software Engineering Education: Motivators, Demotivators, and a Roadmap Towards a Framework for Finnish Higher Education Institutes",Maryam Khan,2025,2025-03-28T08:41:43Z,F8,Formação e educação em engenharia de software,ausente,alta,"Obra sobre integração de LLMs em educação em engenharia de software, com foco em formação, tutoria personalizada e currículo — alinhado com F8 formação e educação.",T3,Survey narrativo,medio,Integração de LLMs na educação em engenharia de software,1,cs.SE,3.0,6.0462,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,https://arxiv.org/abs/2503.22238,https://doi.org/10.48550/arXiv.2503.22238,,
2503.13793,Mapping the Trust Terrain: LLMs in Software Engineering -- Insights and Perspectives,Dipin Khati,2025,2025-03-18T00:49:43Z,F7,Processo transversal e ciclo completo,secundaria,revisado,"Revisão sistemática que mapeia confiança e confiabilidade como conceito aplicável a várias fases da engenharia de software com modelos de linguagem. Pelo teste de F7, o conhecimento perdido ao retirá-la é sobre o processo como um todo. Unificada com a mesma obra no corpus de sedes, que já estava em F7.",T1,Revisão sistemática (SLR),alto,Confiabilidade e trustworthiness de LLMs em tarefas engenharia software,1,cs.SE,3.0,4.188,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,https://arxiv.org/abs/2503.13793,https://doi.org/10.48550/arXiv.2503.13793,S8,"Requisito, projeto e política"
2501.11264,Code Readability in the Age of Large Language Models: An Industrial Case Study from Atlassian,Wannita Takerngsaksiri,2025,2025-01-20T04:11:21Z,F3,Implementação & geração de código,ausente,alta,"O trabalho avalia a qualidade e legibilidade do código gerado por LLMs em comparação com código humano, focando em características de geração de código (F3), não em verificação/teste (F4).",T6,Survey com praticantes + revisão,alto,Legibilidade de código gerado por agentes LLM em desenvolvimento industrial,1,cs.SE,3.0,4.9712,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,https://arxiv.org/abs/2501.11264,https://doi.org/10.48550/arXiv.2501.11264,,
2508.11034,The Impact of Large Language Models (LLMs) on Code Review Process,Antonio Collante,2025,2025-08-14T19:39:01Z,F4,Verificação & qualidade,secundaria,revisado,"O estudo analisa o impacto de LLMs no processo de revisão de código em pull requests, foco central da fase de verificação e qualidade.",T6,Survey com praticantes + revisão,baixo,Impacto do GPT no tempo e eficiência da revisão de pull requests,1,cs.SE,3.0,,0.0,0.0,3.0,5.042,5.042,inf,1.0,acelerando,sim,https://arxiv.org/abs/2508.11034,https://doi.org/10.48550/arXiv.2508.11034,S10,Educação e prática humana
2510.17894,A Systematic Literature Review of the Use of GenAI Assistants for Code Comprehension: Implications for Computing Education Research and Practice,Yunhan Qiao,2025,2025-10-19T01:01:49Z,F3,Implementação e geração de código,ausente,revisado,Revisão sistemática com protocolo explícito sobre ferramentas GenAI que apoiam compreensão de código em desenvolvimento e educação.,T1,Revisão sistemática (SLR),medio,GenAI assistants para compreensão e explicação de código,1,cs.SE,3.0,1.2384,0.0,0.0,3.0,5.042,5.042,,1.0,acelerando,sim,https://arxiv.org/abs/2510.17894,https://doi.org/10.48550/arXiv.2510.17894,,
2410.01026,Understanding the Human-LLM Dynamic: A Literature Survey of LLM Use in Programming Tasks,Deborah Etsenake,2024,2024-10-01T19:34:46Z,F7,Processo transversal & ciclo completo,ausente,media,"Survey transversal sobre dinâmica humano-LLM em programação, abrangendo múltiplas fases (geração, interação, fatores de desempenho) sem foco central em uma única fase; não é especificamente F9 (descoberta de produto), F10 (gestão) ou F11 (documentação mantida como base consultável).",T3,Survey narrativo,medio,Uso de LLMs em tarefas de programação e geração de código,1,cs.SE,3.0,,,3.0,,,,,,sem dado,sim,https://arxiv.org/abs/2410.01026,https://doi.org/10.48550/arXiv.2410.01026,,
2412.15004,From Vulnerabilities to Remediation: A Systematic Literature Review of LLMs in Code Security,Enna Basic,2024,2024-12-19T16:20:22Z,F4,Verificação & qualidade,central,alta,"A obra foca em detecção e correção de vulnerabilidades em código gerado por LLMs, análise de capacidades de análise estática e qualidade, que são centrais em verificação e qualidade.",T1,Revisão sistemática (SLR),medio,Vulnerabilidades em código gerado por LLMs e capacidades de detecção/reparo,1,cs.CR,3.0,0.4438,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,https://arxiv.org/abs/2412.15004,https://doi.org/10.48550/arXiv.2412.15004,S2,Segurança do código gerado por IA
2305.11556,Pitfalls in Experiments with DNN4SE: An Analysis of the State of the Practice,Sira Vegas,2023,2023-05-19T09:55:48Z,F7,Processo transversal & ciclo completo,ausente,revisado,"Analisa práticas experimentais com DNN aplicadas a diversas tarefas de engenharia de software, refletindo visão da disciplina.",T2,Mapeamento sistemático,baixo,Rigor metodológico em experimentos com técnicas de deep learning em SE,1,cs.SE,3.0,0.9695,1.0,0.0,1.0,1.681,1.681,inf,0.333,platô,sim,https://arxiv.org/abs/2305.11556,https://doi.org/10.48550/arXiv.2305.11556,,
2312.00324,Machine Learning for Actionable Warning Identification: A Comprehensive Survey,Xiuting Ge,2023,2023-12-01T03:38:21Z,F4,Verificação e qualidade,secundaria,revisado,Revisão sistemática com metodologia explícita de busca e 51 estudos primários sobre uso de ML para triagem de alertas de análise estática.,T1,Revisão sistemática (SLR),baixo,identificação de alertas acionáveis com machine learning em análise estática,1,cs.SE,3.0,2.0201,1.0,2.0,0.0,0.0,-2.0,0.0,0.0,platô,sim,https://arxiv.org/abs/2312.00324,https://doi.org/10.48550/arXiv.2312.00324,S9,Benchmark e avaliação de segurança
2304.03254,Toward End-to-End MLOps Tools Map: A Preliminary Study based on a Multivocal Literature Review,Sergio Moreschi,2023,2023-04-06T17:39:53Z,F6,Manutenção e evolução do código,ausente,revisado,É um estudo de mapeamento sistemático (multivocal) que classifica ferramentas MLOps ao longo das fases do DevOps a part…,T2,Mapeamento sistemático,baixo,Mapeamento de ferramentas MLOps nas fases do DevOps,1,cs.SE,3.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,platô,sim,https://arxiv.org/abs/2304.03254,https://doi.org/10.48550/arXiv.2304.03254,,
2505.16697,Software Architecture Meets LLMs: A Systematic Literature Review,Larissa Schmid,2025,2025-05-22T14:00:29Z,F2,Projeto & arquitetura,ausente,alta,"A obra analisa sistematicamente como LLMs são aplicados a tarefas de arquitetura de software (classificação de decisões, detecção de padrões, geração de design arquitetural), que são atividades centrais da fase de projeto e arquitetura.",T1,Revisão sistemática (SLR),baixo,Aplicação de LLMs em tarefas de arquitetura de software,4,cs.SE,2.0,0.8296,,1.0,1.0,1.7,0.7,1.68,0.5,sem rastro,sim,https://arxiv.org/abs/2505.16697,https://doi.org/10.48550/arXiv.2505.16697,,
2503.07556,Novice Developers' Perspectives on Adopting LLMs for Software Development: A Systematic Literature Review,Samuel Ferino,2025,2025-03-10T17:25:24Z,F8,Formação e educação em engenharia de software,ausente,alta,"Foco central em perspectivas de desenvolvedores novatos (estudantes e early-career) sobre adoção de LLMs, análise sistemática de literatura sobre educação e formação no contexto de ferramentas de IA para software development.",T1,Revisão sistemática (SLR),medio,Adoção de LLMs por desenvolvedores novatos em engenharia de software,2,cs.SE,2.0,16.5057,,,2.0,3.4,,,1.0,sem rastro,sim,https://arxiv.org/abs/2503.07556,https://doi.org/10.48550/arXiv.2503.07556,,
2510.12399,A Survey of Vibe Coding with Large Language Models,Yuyao Ge,2025,2025-10-14T11:26:56Z,F7,Processo transversal & ciclo completo,ausente,alta,"Survey sistemático sobre framework multi-agente (agentes de codificação autônomos), orquestração humano-IA, colaboração e produtividade de equipe em paradigma emergente de desenvolvimento - não se reduz a nenhuma fase isolada.",T3,Survey narrativo,alto,Agentes autônomos de codificação com LLMs e colaboração humano-IA,3,cs.AI,2.0,,,,2.0,3.4,,,1.0,sem rastro,sim,https://arxiv.org/abs/2510.12399,https://doi.org/10.48550/arXiv.2510.12399,,
2506.23749,"A Survey of LLM-based Automated Program Repair: Taxonomies, Design Paradigms, and Applications",Boyang Yang,2025,2025-06-30T11:46:01Z,F5,Depuração & reparo,ausente,alta,"Survey sobre sistemas LLM para reparo automatizado de código (automated program repair), foco em taxonomia de técnicas, paradigmas e avaliação de métodos de reparo — claramente fase de depuração e reparo.",T3,Survey narrativo,medio,"Reparo automático de programas baseado em LLMs, taxonomias e paradigmas",4,cs.SE,2.0,,,,2.0,3.4,,,1.0,sem rastro,sim,https://arxiv.org/abs/2506.23749,https://doi.org/10.48550/arXiv.2506.23749,,
